source	target
APP	PDGFB
APP	CSF1
APP	F2R
APP	TAC1
APP	PLG
APP	F2
APP	CXCL8
APP	CXCL10
APP	IGF1
APP	HSP90B1
APP	F2RL1
APP	CCR1
APP	CXCL3
APP	ALB
APP	PTGER1
APP	CCR5
APP	CCR2
APP	S100B
SCGB1A1	FN1
LEP	TNF
LEP	ADIPOQ
LEP	IL6
LEP	NCOA1
LEP	POMC
LEP	INS
LEP	JAK2
LEP	PTPN11
LEP	SOCS3
CTH	ENSP00000381231
FCGR2A	PLCG2
FCGR2A	VAV1
FCGR2A	HCK
FCGR2A	ITGAM
FCGR2A	PIK3R1
FCGR2A	ITGB2
FCGR2A	SYK
FCGR2A	SRC
FCGR2A	FCGR3A
FCGR2A	RAC1
FCGR2A	FYN
FCGR2A	PIK3CB
CFLAR	BIRC2
CFLAR	FASLG
CFLAR	CASP8
CFLAR	FAS
PTPN11	GNB1
PTPN11	FGF1
PTPN11	VEGFA
PTPN11	VAV1
PTPN11	IRF3
PTPN11	TRAF3
PTPN11	AKT1
PTPN11	HCK
PTPN11	IL22
PTPN11	UBC
PTPN11	TYK2
PTPN11	PIK3R1
PTPN11	TICAM2
PTPN11	HRAS
PTPN11	SHC1
PTPN11	RHOA
PTPN11	UBA52
PTPN11	SOS1
PTPN11	CXCR4
PTPN11	IL6
PTPN11	INS
PTPN11	CXCL12
PTPN11	HLA-DRA
PTPN11	GRB2
PTPN11	JAK2
PTPN11	IL6ST
PTPN11	IFNB1
PTPN11	SYK
PTPN11	TLR4
PTPN11	SRC
PTPN11	NRAS
PTPN11	NGF
PTPN11	IL6R
PTPN11	FCER1A
PTPN11	IFNGR1
PTPN11	STAT1
PTPN11	HLA-DRB1
PTPN11	FN1
PTPN11	FYN
PTPN11	CTNNB1
PTPN11	JAK1
PTPN11	GNAI1
PTPN11	PTK2
CMA1	AGT
CMA1	MMP1
CCL2	VEGFA
CCL2	CCR3
CCL2	CXCL2
CCL2	IL10
CCL2	TNF
CCL2	IL6
CCL2	RELA
CCL2	CXCL1
CCL2	JUN
CCL2	IL17A
CCL2	CXCL8
CCL2	CXCL10
CCL2	IL13
CCL2	CSF2
CCL2	CCR1
CCL2	VCAM1
CCL2	CCR5
CCL2	CCR2
CCL2	ICAM1
CCL2	STAT3
CCL2	IL1B
CCL2	IL4
CCL3	CCL4
CCL5	CCL4
CCL5	GNB1
CCL7	CCR3
CCL8	CCR3
NOD2	IKBKG
NOD2	TNFAIP3
NOD2	NLRP1
NOD2	BIRC2
NOD2	MAP2K6
NOD2	TRAF6
NOD2	CASP1
NOD2	IKBKB
NOD2	ERBB2IP
NOD2	MAP2K4
NOD2	TAB3
NOD2	CARD9
NOD2	CHUK
NOD2	MAP3K7
NOD2	TAB2
NOD2	MAP2K3
NOD2	UBE2V1
NOD2	MAPK11
NOD2	UBE2N
NLRC4	NLRP1
NLRC4	CASP1
NLRC4	NAIP
LRP2	LDLR
LRP2	UBC
LRP2	UBA52
LRP2	TF
LRP2	CUBN
LRP2	UBB
LRP2	EGFR
LRP2	RPS27A
LRP2	EGF
NOD1	IKBKG
NOD1	TNFAIP3
NOD1	BIRC2
NOD1	MAP2K6
NOD1	TRAF6
NOD1	CASP1
NOD1	IKBKB
NOD1	MAP2K4
NOD1	TAB3
NOD1	SUGT1
NOD1	CARD9
NOD1	CHUK
NOD1	MAP3K7
NOD1	TAB2
NOD1	CASP8
NOD1	MAP2K3
NOD1	UBE2V1
NOD1	MAPK11
NOD1	UBE2N
NOD1	NOD2
NOD1	BIRC3
NOD1	MAPK14
PLG	VEGFA
PLG	ITGAM
PLG	SERPINA1
PLG	ITGB2
PLG	PLAU
PLG	MMP9
PLG	NGF
PLG	TGFB2
PLG	FN1
PLG	PDGFB
PLG	LAMA3
PLG	MMP1
SRC	PLCG2
SRC	CCL4
SRC	GNB1
SRC	VEGFA
SRC	AKT1
SRC	HCK
SRC	UBC
SRC	PIK3R1
SRC	HRAS
SRC	ESR1
SRC	SHC1
SRC	RHOA
SRC	UBA52
SRC	SOS1
SRC	RELA
SRC	ITGA4
SRC	ITGB1
SRC	CXCL12
SRC	MAPK8
SRC	PRKCD
SRC	GRB2
SRC	JAK2
SRC	EDN1
SRC	SYK
HDAC1	SKIL
HDAC1	ESR1
HDAC1	MECP2
HDAC1	GATA3
SFTPA2	SFTPA1
CEBPB	ESR1
CEBPB	ADIPOQ
CEBPB	CEBPD
CEBPB	IL6
CEBPB	NCOA1
CEBPB	RELA
CEBPB	JUN
CEBPB	PTGES2
CEBPB	MAPK11
CEBPB	CXCL8
CRP	ADIPOQ
CRP	IL6
CRP	INS
CRP	LEP
CRP	CXCL8
CRP	ALB
BIRC3	IKBKG
BIRC3	MAP3K14
BIRC3	TNFAIP3
BIRC3	BIRC2
BIRC3	TRAF3
BIRC3	UBC
BIRC3	IKBKB
BIRC3	TICAM2
BIRC3	MAP2K4
BIRC3	MYD88
BIRC3	TNF
BIRC3	UBA52
BIRC3	RELA
BIRC3	TAB3
BIRC3	TNFSF13B
BIRC3	TLR4
BIRC3	CD40
BIRC3	XIAP
BIRC3	CD40LG
BIRC3	CHUK
BIRC3	MAP3K7
BIRC3	FASLG
BIRC3	TAB2
BIRC3	CASP8
BIRC3	FAS
BIRC3	CFLAR
BIRC3	UBB
BIRC3	CD14
BIRC3	NOD2
BIRC3	TLR3
BIRC3	TNFRSF13C
BIRC3	LY96
BIRC3	RPS27A
BIRC2	IKBKG
BIRC2	MAP3K14
BIRC2	TNFAIP3
SOS1	PLCG2
SOS1	GNB1
SOS1	FGF1
SOS1	VEGFA
SOS1	VAV1
SOS1	AKT1
SOS1	HCK
SOS1	PIK3R1
SOS1	HRAS
SOS1	ESR1
SOS1	SHC1
SOS1	RHOA
BPI	ELANE
BPI	CECR1
BPI	CXCL1
BPI	PRKCD
BPI	LCN2
BPI	PTGES2
BPI	TOLLIP
BPI	PTX3
BIRC5	UBC
BIRC5	UBA52
BIRC5	ITGB1
BIRC5	UBB
TRAF6	IKBKG
TRAF6	MAP3K14
TRAF6	TNFAIP3
TRAF6	MAP2K6
TRAF6	TRAF3
TRAF6	AKT1
TRAF6	UBC
TRAF3	MAP3K14
TRAF3	BIRC2
TRAF3	IRF3
PIK3CA	PLCG2
PIK3CA	GNB1
PIK3CA	FGF1
PIK3CA	VEGFA
PIK3CA	VAV1
PIK3CA	IL12RB1
PIK3CA	AKT1
PIK3CA	HCK
PIK3CA	TRAF6
PIK3CA	TYK2
PIK3CA	PIK3R1
PIK3CA	HRAS
PIK3CA	ESR1
PIK3CA	SHC1
PIK3CA	RHOA
PIK3CA	SOS1
PIK3CA	CXCR4
PIK3CA	IL1R1
PIK3CA	SAA1
PIK3CA	RELA
PIK3CA	INS
PIK3CA	ITGB1
PIK3CA	CXCL12
PIK3CA	IL4R
PIK3CA	HLA-DRA
PIK3CA	PRKCD
PIK3CA	GRB2
PIK3CA	AKT2
PIK3CA	JAK2
PIK3CA	EDN1
PIK3CA	PIK3CD
PIK3CA	ANXA1
PIK3CA	SYK
PIK3CA	SRC
PIK3CA	CD40
PIK3CA	CD40LG
PIK3CA	NRAS
PIK3CA	NGF
PIK3CA	FCER1A
PIK3CA	FCGR3A
PIK3CA	IFNGR1
PIK3CA	FASLG
PIK3CA	AGT
PIK3CA	HLA-DRB1
PIK3CA	PIK3CG
PIK3CA	RAC1
PIK3CA	FAS
PIK3CA	FYN
PIK3CA	PDGFA
PIK3CA	CTNNB1
PIK3CA	JAK1
PIK3CA	GNAI1
PIK3CA	PTK2
PIK3CA	PTPN11
PIK3CA	LCK
PIK3CA	HSP90AA1
PIK3CA	GNG2
PIK3CA	CD86
PIK3CA	PDGFB
PIK3CA	SP1
PIK3CA	CD28
PIK3CA	F2R
PIK3CA	TAC1
PIK3CA	IL1RAP
PIK3CA	F2
PIK3CA	INSR
PIK3CA	IGF1
PIK3CA	MAP2K1
PIK3CA	CSF2
PIK3CA	IL3
PIK3CA	F2RL1
PIK3CA	PTGER1
PIK3CA	PIK3CB
PIK3CA	APP
PIK3CA	CYSLTR2
PIK3CA	EGFR
PIK3CA	FCGR2A
PIK3CA	TP53
PIK3CA	FGF7
PIK3CA	EGF
PIK3CA	KNG1
PIK3CA	STAT3
PIK3CA	FGF2
PIK3CA	CD80
PIK3CA	CBLB
ITGAD	ITGB2
ITGAD	ITGA4
ITGAD	ITGB1
TNFRSF1A	IKBKG
TNFRSF1A	MAP3K14
TNFRSF1A	TNFAIP3
TNFRSF1A	BIRC2
TNFRSF1A	MAP2K6
TNFRSF1A	UBC
TNFRSF1A	TRAF6
TNFRSF1A	IKBKB
TNFRSF1A	IL10
TNFRSF1A	MAP2K4
TNFRSF1A	TNF
TNFRSF1A	UBA52
TNFRSF1A	RELA
TNFRSF1A	TAB3
TNFRSF1A	XIAP
TNFRSF1A	CHUK
TNFRSF1A	MAP3K7
TNFRSF1A	TAB2
TNFRSF1A	STAT1
TNFRSF1A	CASP8
TNFRSF1A	FAS
TNFRSF1A	MAP2K3
TNFRSF1A	UBB
TNFRSF1A	PPARG
TNFRSF1A	RPS27A
TNFRSF1A	STAT3
TNFRSF1A	BIRC3
TNFRSF1A	RIPK1
TNFRSF1A	NFKB1
TNFRSF1A	NFKBIA
TNFRSF1A	TAB1
TIRAP	IKBKG
TIRAP	TRAF6
TIRAP	IKBKB
TIRAP	MYD88
TIRAP	IRAK4
NGF	IKBKG
NGF	ENSP00000459962
NGF	UBC
NGF	TRAF6
NGF	IKBKB
NGF	PIK3R1
NGF	HRAS
NGF	MYD88
NGF	SHC1
NGF	RHOA
NGF	MAPK9
NGF	UBA52
NGF	SOS1
NGF	RELA
NGF	MAPK8
NGF	BAD
NGF	GRB2
NGF	CHUK
NGF	IRAK1
APOA1	LDLR
APOA1	SERPINA1
APOA1	C4A
APOA1	TF
APOA1	IL6
APOA1	PPARA
APOA1	NCOA1
APOA1	SAA1
APOA1	RELA
APOA1	SPP1
APOA1	CUBN
APOA1	ABCA1
APOA1	JUN
APOA1	FN1
APOA1	HBB
APOA1	SP1
APOA1	CSF1
APOA1	HSP90B1
APOA1	ALB
APOA1	APP
APOA1	KNG1
APOA1	LRP2
APOA1	CREBBP
APOA1	APOE
APOA1	C3
VWF	VEGFA
VWF	PIK3R1
VWF	SERPINA1
VWF	HRAS
VWF	SOS1
VWF	SYK
VWF	SRC
VWF	NRAS
VWF	TGFB2
VWF	FN1
VWF	PTK2
VWF	PDGFB
VWF	PLG
VWF	F2
VWF	IGF1
VWF	MAP2K1
VWF	IL17RD
VWF	ALB
VWF	BRAF
VWF	APP
VWF	EGF
VWF	KNG1
VWF	SELP
VWF	MAPK3
VWF	MAP2K2
ITGA4	RHOA
ITGA4	ITGB2
CHUK	IKBKG
CHUK	MAP3K14
CHUK	TNFAIP3
CHUK	BIRC2
CHUK	AKT1
CHUK	UBC
CHUK	TRAF6
CHUK	IKBKB
CHUK	TICAM2
CHUK	MYD88
CHUK	TNF
CHUK	IRAK4
CHUK	TLR6
CHUK	UBA52
CHUK	IL1R1
CHUK	RELA
CHUK	TIRAP
CHUK	AKT2
CHUK	TAB3
CHUK	TLR4
CHUK	CD40
CHUK	XIAP
CHUK	ZBP1
HSP90AA1	VEGFA
HSP90AA1	AKT1
HSP90AA1	UBC
HSP90AA1	PIK3R1
HSP90AA1	ERBB2IP
HSP90AA1	HRAS
HSP90AA1	ESR1
HSP90AA1	SHC1
HSP90AA1	RHOA
HSP90AA1	UBA52
HSP90AA1	SOS1
HSP90AA1	PPARA
HSP90AA1	AKT2
HSP90AA1	HSPD1
HSP90AA1	GATA3
HSP90AA1	SUGT1
HSP90AA1	SRC
HSP90AA1	HSP90AB1
HSP90AA1	NRAS
HSP90AA1	RAC1
HSP90AA1	FYN
HSP90AA1	PTK2
HSP90AA1	NLRP3
MBL2	C4B
MBL2	C4A
LBP	ITGAM
LBP	ITGB2
LBP	TLR4
LBP	CD14
LBP	LY96
LBP	STAT3
LBP	BPI
FCGR3A	PLCG2
FCGR3A	VAV1
FCGR3A	HCK
FCGR3A	PIK3R1
FCGR3A	SYK
TNFSF13B	MAP3K14
TNFSF13B	BIRC2
TNFSF13B	TRAF3
TNFSF13B	TRAF6
TNFSF13B	TNF
PIK3CG	GNB1
PIK3CG	VAV1
PIK3CG	AKT1
PIK3CG	TRAF6
PIK3CG	PIK3R1
PIK3CG	HRAS
PIK3CG	RHOA
PIK3CG	SOS1
PIK3CG	CXCR4
PIK3CG	CXCL12
PIK3CG	AKT2
PIK3CG	JAK2
PIK3CG	PIK3CD
PIK3CG	SYK
PIK3CG	CD40
PIK3CG	CD40LG
PIK3CG	NRAS
TREM1	TYROBP
ITGAL	VAV1
ITGAL	RASSF5
ITGAL	ITGAM
ITGAL	ATP11A
ITGAL	ITGB2
ITGAL	ITGA4
ITGAL	ITGB1
ITGAL	ITGAD
ITGAL	PLAU
PIK3CB	PLCG2
PIK3CB	GNB1
PIK3CB	FGF1
PIK3CB	VAV1
PIK3CB	AKT1
PIK3CB	HCK
PIK3CB	TRAF6
PIK3CB	PIK3R1
PIK3CB	HRAS
PIK3CB	SHC1
PIK3CB	RHOA
PIK3CB	SOS1
PIK3CB	CXCR4
PIK3CB	CXCL12
PIK3CB	PRKCD
PIK3CB	GRB2
PIK3CB	AKT2
PIK3CB	JAK2
PIK3CB	PIK3CD
PIK3CB	SYK
PIK3CB	SRC
PIK3CB	CD40
PIK3CB	CD40LG
PIK3CB	NRAS
PIK3CB	NGF
PIK3CB	FCGR3A
PIK3CB	FASLG
PIK3CB	PIK3CG
PIK3CB	RAC1
PIK3CB	FAS
PIK3CB	FYN
PIK3CB	JAK1
PIK3CB	PTPN11
PIK3CB	LCK
PIK3CB	GNG2
PIK3CB	PDGFB
PIK3CB	CSF2
PIK3CB	IL3
FASLG	IKBKG
FASLG	BIRC2
FASLG	MAP2K6
FASLG	IKBKB
FASLG	PIK3R1
FASLG	MAP2K4
FASLG	SYK
FASLG	SRC
FASLG	CHUK
PIK3CD	PLCG2
PIK3CD	VAV1
PIK3CD	AKT1
PIK3CD	HCK
PIK3CD	PIK3R1
PIK3CD	HRAS
PIK3CD	SHC1
PIK3CD	SOS1
PIK3CD	AKT2
PIK3CD	JAK2
ITGB2	VAV1
ITGB2	HCK
ITGB2	ITGAM
ITGB2	ATP11A
ITGB2	RHOA
ITGAM	HCK
HSP90AB1	AKT1
HSP90AB1	ESR1
HSP90AB1	HSPD1
HSP90AB1	GATA3
HSP90AB1	SUGT1
HSP90AB1	SRC
ITGB1	VEGFA
ITGB1	ITGAM
ITGB1	PIK3R1
ITGB1	SHC1
ITGB1	RHOA
ITGB1	SOS1
ITGB1	ITGB2
ITGB1	ITGA4
BCL2L1	NLRP1
BCL2L1	AKT1
BCL2L1	MAPK9
BCL2L1	BCL2
BCL2L1	MAPK8
BCL2L1	BAD
BCL2L1	XIAP
BCL2L1	MAPK10
BCL2L1	CASP8
BCL2L1	CFLAR
MYD88	IKBKG
MYD88	IRF3
MYD88	TRAF3
MYD88	TLR5
MYD88	TRAF6
MYD88	IKBKB
MAP3K14	IKBKG
HLA-DRA	GNB1
HLA-DRA	VAV1
HLA-DRA	IRF3
HLA-DRA	SHC1
LCN2	ELANE
LCN2	CXCL1
BCL2	NLRP1
BCL2	AKT1
BCL2	ESR1
ALB	VEGFA
ALB	SERPINA1
ALB	C4A
ALB	TF
ALB	IL6
ALB	NCOA1
ALB	INS
ALB	SPP1
ALB	TGFB2
ALB	FN1
ALB	PDGFB
ALB	CSF1
ALB	PLG
ALB	F2
ALB	IGF1
ALB	HSP90B1
SP1	PIK3R1
SP1	ESR1
SP1	TNF
SP1	MAPK9
SP1	PPARA
SP1	NCOA1
SP1	RELA
SP1	MAPK8
SP1	HDAC1
SP1	JUN
SP1	MAPK10
SP1	MAPK11
CXCL12	CCL4
CXCL12	GNB1
CXCL12	VEGFA
CXCL12	CCL5
CXCL12	VAV1
CXCL12	HCK
CXCL12	CCR3
CXCL12	PIK3R1
CXCL12	CXCL2
CXCL12	HRAS
CXCL12	ESR1
CXCL12	CXCR4
CXCL12	PPARA
CXCL12	SAA1
CXCL12	POMC
CXCL10	CCL4
CXCL10	GNB1
CXCL10	CCL3
CXCL10	CCL5
CXCL10	MAP2K6
CXCL10	CCR3
CXCL10	CXCL2
CXCL10	IL10
CXCL10	CXCR4
CXCL10	SAA1
CXCL10	POMC
CXCL10	CXCL12
CXCL10	CXCL1
CXCL10	CCL8
CXCL10	ANXA1
CXCL10	CXCR3
CXCL10	AGT
CXCL10	STAT1
CXCL10	CCL20
CXCL10	PTGER3
CXCL10	MAP2K3
CXCL10	GNAI1
CXCL10	GNG2
CXCL10	PTGDR2
CXCL10	CCR4
CXCL10	CXCL8
NFKB2	IKBKG
NFKB2	MAP3K14
NFKB2	IL12RB1
NFKB2	UBC
NFKB2	TRAF6
NFKB2	TYK2
NFKB2	IKBKB
NFKB2	MYD88
NFKB2	UBA52
NFKB2	SAA1
NFKB2	RELA
NFKB2	JAK2
NFKB2	AGER
NFKB2	ZBP1
NFKB2	CHUK
NFKB1	IKBKG
NFKB1	IL12RB1
NFKB1	ELANE
NFKB1	AKT1
NFKB1	ITGAM
NFKB1	UBC
NFKB1	TRAF6
NFKB1	TYK2
NFKB1	IKBKB
NFKB1	PIK3R1
NFKB1	MAP2K4
NFKB1	HRAS
NFKB1	MYD88
NFKB1	TNF
NFKB1	MAPK9
NFKB1	UBA52
NFKB1	IL18R1
NFKB1	IL1R1
NFKB1	IL6
NFKB1	SAA1
NFKB1	RELA
NFKB1	ITGB2
NFKB1	CXCL1
NFKB1	MAPK8
NFKB1	PRKCD
NFKB1	JAK2
NFKB1	TAB3
NFKB1	SYK
NFKB1	AGER
NFKB1	TLR4
NFKB1	SRC
NFKB1	LCN2
NFKB1	CD40
NFKB1	ZBP1
NFKB1	CD40LG
NFKB1	CHUK
NFKB1	IRAK1
NFKB1	NFKB2
NFKB1	NRAS
NFKB1	NGF
NFKB1	MAP3K7
NFKB1	S100A12
NFKB1	TAB2
NFKB1	CASP8
NFKB1	HMGB1
NFKB1	UBE2V1
NFKB1	LCK
NFKB1	NLRP3
NFKB1	UBE2N
NFKB1	IL1RAP
NFKB1	TOLLIP
NFKB1	NFKBIB
NFKB1	TERT
NFKB1	CXCL8
NFKB1	CEBPB
NFKB1	UBB
NFKB1	MAP2K1
NFKB1	PTX3
NFKB1	REL
NFKB1	S100B
NFKB1	PPARG
NFKB1	APP
NFKB1	IL18
NFKB1	RPS27A
NFKB1	BCL2A1
NFKB1	PIK3CA
NFKB1	BIRC3
NFKB1	IL1B
NFKB1	IL1A
NFKB1	MAPK3
NFKB1	BPI
NFKB1	TIMP2
NFKB1	CREBBP
NFKB1	TLR2
NFKB1	RIPK1
NFKB1	TCN1
NFKB1	IRAK2
NFKB1	KRAS
NFKB1	CHI3L1
NFKB1	LTF
NFKB1	NR3C1
NFKB1	IL12B
NFKB1	MAPK14
NFKB1	IL23A
ZBTB16	UBC
ZBTB16	UBA52
ZBTB16	UBE2V1
MAP2K6	IKBKG
MAP2K6	GNB1
SKIL	UBC
SOCS3	IL12RB1
SOCS3	UBC
SOCS3	TYK2
SOCS3	HRAS
SOCS3	UBA52
SOCS3	IL6
SOCS3	JAK2
SOCS3	IL6ST
SOCS3	IFNB1
SOCS3	NRAS
SOCS3	IL6R
SOCS3	IFNGR1
SOCS3	STAT1
SOCS3	JAK1
SOCS3	PTPN11
SOCS3	UBE2V1
SOCS3	ZBTB16
SOCS3	LCK
HSP90B1	SERPINA1
HSP90B1	C4A
HSP90B1	TF
HSP90B1	IL6
HSP90B1	SPP1
HSP90B1	TLR7
HSP90B1	SUGT1
HSP90B1	FN1
HSP90B1	CSF1
HSP90B1	TLR8
KNG1	CCL4
KNG1	GNB1
KNG1	VEGFA
KNG1	CCL5
KNG1	PLCB3
KNG1	ITGAM
KNG1	CCR3
KNG1	PIK3R1
KNG1	CXCL2
KNG1	SERPINA1
KNG1	C4A
KNG1	CXCR4
KNG1	TF
KNG1	IL6
KNG1	SAA1
KNG1	POMC
KNG1	ITGB2
KNG1	CXCL12
KNG1	CXCL1
KNG1	SPP1
KNG1	EDN1
KNG1	PLCB4
KNG1	ANXA1
KNG1	CXCR3
KNG1	TGFB2
KNG1	AGT
KNG1	CCL20
KNG1	PTGER3
KNG1	FN1
KNG1	GNAI1
KNG1	PLCB1
KNG1	GNG2
KNG1	PTGDR2
KNG1	CCR4
KNG1	PDGFB
KNG1	CSF1
KNG1	F2R
KNG1	TAC1
KNG1	PLG
KNG1	F2
KNG1	CXCL8
KNG1	CXCL10
KNG1	IGF1
KNG1	HSP90B1
KNG1	F2RL1
KNG1	CCR1
KNG1	CXCL3
KNG1	ALB
KNG1	PTGER1
KNG1	CCR5
KNG1	CCR2
KNG1	APP
KNG1	CYSLTR2
KNG1	EGF
CYP19A1	ESR1
LY96	IKBKG
LY96	PLCG2
LY96	BIRC2
LY96	IRF3
LY96	TRAF3
LY96	UBC
LY96	TRAF6
LY96	IKBKB
LY96	TICAM2
LY96	MYD88
LY96	RHOA
LY96	IRAK4
LY96	UBA52
LY96	TIRAP
LY96	HSPD1
LY96	TAB3
LY96	TLR4
LY96	CHUK
LY96	IRAK1
LY96	MAP3K7
LY96	S100A9
LY96	TAB2
LY96	TLR1
LY96	CASP8
LY96	HMGB1
LY96	PTPN11
LY96	UBE2V1
LY96	UBE2N
LY96	TOLLIP
LY96	UBB
LY96	CD14
ITPR1	PLCG2
ITPR1	GNB1
ITPR1	VAV1
ITPR1	PLCB3
ITPR1	SOS1
ITPR1	INS
ITPR1	PLCB4
ITPR1	SYK
ITPR1	GNAI1
ITPR1	PLCB1
ITPR1	GNG2
SHC1	GNB1
SHC1	VEGFA
SHC1	AKT1
SHC1	PIK3R1
SHC1	HRAS
SHC1	ESR1
S100A9	MYD88
S100A9	TIRAP
S100A9	TLR4
S100A9	IRAK1
IL6ST	VAV1
IL6ST	MAP2K6
IL6ST	HCK
IL6ST	TYK2
IL6ST	SOS1
IL6ST	IL6
IL6ST	GRB2
IL6ST	JAK2
FOXP3	IL10
FOXP3	IL6
FOXP3	GATA3
TICAM1	IKBKG
TICAM1	BIRC2
TICAM1	IRF3
TICAM1	TRAF3
TICAM1	UBC
TICAM1	TRAF6
TICAM1	IKBKB
TICAM1	TICAM2
TICAM1	UBA52
TICAM1	TAB3
TICAM1	TLR4
TICAM1	CHUK
TICAM1	MAP3K7
TICAM1	TAB2
TICAM1	CASP8
TICAM1	PTPN11
TICAM1	UBE2V1
TICAM1	UBE2N
TICAM1	CFLAR
TICAM1	UBB
TICAM1	CD14
TICAM1	TLR3
TICAM1	LY96
TICAM1	RPS27A
TICAM1	BIRC3
TICAM1	TLR2
TICAM1	RIPK1
ATP11A	ITGAM
ADIPOQ	TNF
F2R	GNB1
F2R	PLCB3
F2R	PIK3R1
F2R	HRAS
F2R	SAA1
F2R	EDN1
F2R	PLCB4
F2R	ANXA1
F2R	AGT
F2R	GNAI1
F2R	PLCB1
F2R	GNG2
TICAM2	IKBKG
TICAM2	BIRC2
TICAM2	IRF3
TICAM2	TRAF3
TICAM2	UBC
TICAM2	TRAF6
TICAM2	IKBKB
MAP2K2	CCL4
MAP2K2	TYK2
MAP2K2	PIK3R1
MAP2K2	HRAS
MAP2K2	SHC1
MAP2K2	SOS1
MAP2K2	IL6
MAP2K2	CXCL12
MAP2K2	GRB2
MAP2K2	JAK2
MAP2K2	EDN1
MAP2K2	SRC
MAP2K2	NRAS
MAP2K2	IL6R
MAP2K2	AGT
MAP2K2	RAC1
MAP2K2	FN1
MAP2K2	JAK1
MAP2K2	PTPN11
MAP2K2	LCK
MAP2K2	F2
MAP2K2	MAP2K1
MAP2K2	CCL11
MAP2K2	IL17RD
MAP2K2	BRAF
MAP2K2	STAT3
MAP2K2	PIK3CA
MAP2K2	MAPK3
MAP2K1	CCL4
MAP2K1	UBC
MAP2K1	TYK2
MAP2K1	PIK3R1
MAP2K1	MAP2K4
MAP2K1	HRAS
MAP2K1	SHC1
MAP2K1	UBA52
MAP2K1	SOS1
MAP2K1	IL6
MAP2K1	CXCL12
MAP2K1	MAPK8
MAP2K1	PRKCD
MAP2K1	GRB2
MAP2K1	JAK2
MAP2K1	EDN1
MAP2K1	SRC
MAP2K1	NRAS
MAP2K1	MAP3K7
MAP2K1	IL6R
MAP2K1	AGT
MAP2K1	PIK3CG
MAP2K1	RAC1
MAP2K1	FN1
MAP2K1	JAK1
MAP2K1	PTPN11
MAP2K1	LCK
MAP2K1	F2
MAP2K1	UBB
MAP2K4	IKBKG
MAP2K4	AKT1
MAP2K4	UBC
MAP2K4	TRAF6
MAP2K3	IKBKG
MAP2K3	GNB1
MAP2K3	MAP2K6
MAP2K3	TRAF6
MAP2K3	TNF
MAP2K3	MAPK9
MAP2K3	MAPK8
MAP2K3	TAB3
MAP2K3	CXCR3
MAP2K3	SRC
MAP2K3	IRAK1
MAP2K3	MAP3K7
MAP2K3	FASLG
MAP2K3	TAB2
MAP2K3	MAPK10
MAP2K3	RAC1
MAP2K3	FAS
MAP3K7	IKBKG
MAP3K7	MAP3K14
MAP3K7	GNB1
MAP3K7	TNFAIP3
MAP3K7	BIRC2
MAP3K7	MAP2K6
MAP3K7	UBC
MAP3K7	TRAF6
MAP3K7	IKBKB
MAP3K7	TICAM2
MAP3K7	MAP2K4
MAP3K7	MYD88
MAP3K7	TNF
MAP3K7	UBA52
MAP3K7	IL1R1
MAP3K7	NLK
MAP3K7	RELA
MAP3K7	MAPK8
MAP3K7	TAB3
MAP3K7	TLR4
MAP3K7	XIAP
MAP3K7	CHUK
MAP3K7	IRAK1
CDH1	AKT1
CDH1	PIK3R1
CDH1	SKIL
CDH1	RHOA
CDH1	SRC
CDH1	MMP9
CDH1	RAC1
CDH1	FYN
CDH1	CTNNB1
CDH1	PLG
CDH1	IGF1
CDH1	MMP3
CDH1	EGFR
CDH1	EGF
CDH1	CDH3
CDH1	PIK3CA
CDH1	MAPK3
CYSLTR2	GNB1
CYSLTR2	PLCB3
CYSLTR2	PIK3R1
CYSLTR2	SAA1
CYSLTR2	EDN1
CYSLTR2	PLCB4
CYSLTR2	ANXA1
CYSLTR2	AGT
CYSLTR2	PLCB1
CYSLTR2	GNG2
CYSLTR2	F2R
CYSLTR2	TAC1
CYSLTR2	F2
CYSLTR2	F2RL1
CYSLTR2	PTGER1
CYSLTR2	APP
CDH3	CTNNB1
FGF7	FGF1
FGF7	UBC
FGF7	PIK3R1
FGF7	HRAS
FGF7	UBA52
FGF7	SOS1
FGF7	NRAS
FGF7	PTPN11
FGF7	UBB
FGF7	PIK3CB
FGF7	RPS27A
PYCARD	NLRP1
PYCARD	ELANE
PYCARD	CASP1
PYCARD	NLRC4
PYCARD	CECR1
PYCARD	PRKCD
PYCARD	CASP5
PYCARD	CARD8
PYCARD	CASP8
PYCARD	PTGES2
PYCARD	NLRP3
PYCARD	TOLLIP
PYCARD	IL18
PYCARD	IL1B
PYCARD	BPI
PYCARD	SDCBP
CTGF	VEGFA
CTGF	ITGAM
CTGF	ITGB2
TNF	IKBKG
TNF	MAP3K14
TNF	CCL4
TNF	TNFAIP3
TNF	VEGFA
TNF	BIRC2
TNF	CCL5
TNF	MAP2K6
TNF	TRAF3
TNF	UBC
TNF	TRAF6
TNF	IKBKB
TNF	IL10
TNF	MAP2K4
FGF2	FGF1
FGF2	VEGFA
FGF2	UBC
FGF2	CASP1
FGF2	PIK3R1
FGF2	HRAS
FGF2	UBA52
FGF2	SOS1
FGF2	JAK2
FGF2	NRAS
FGF2	NGF
FGF2	FN1
FGF2	JAK1
FGF2	PTPN11
FGF2	UBB
FGF2	IGF1
FGF2	S100B
FGF2	PIK3CB
FGF2	EGFR
