source_id	target_id	common_neighbors
Immune_cell_regulation	TAB2	2
Immune_cell_regulation	IGF1	3
Immune_cell_regulation	RPS27A	2
Immune_cell_regulation	RPS6KB1	1
Immune_cell_regulation	TGFB3	1
Immune_cell_regulation	VWF	2
Immune_cell_regulation	TGFB2	3
Immune_cell_regulation	PLG	4
Immune_cell_regulation	PDGFB	3
Immune_cell_regulation	FN1	5
Immune_cell_regulation	HGF	1
Immune_cell_regulation	PPARG	1
Immune_cell_regulation	EGF	4
Immune_cell_regulation	MAPK3	2
Immune_cell_regulation	IL12A	3
Immune_cell_regulation	IL15	2
Immune_cell_regulation	CD28	3
Immune_cell_regulation	IL12RB1	4
Immune_cell_regulation	IL1A	1
Immune_cell_regulation	CTLA4	2
Immune_cell_regulation	JUNB	1
Immune_cell_regulation	CD80	2
Immune_cell_regulation	IL17A	2
Immune_cell_regulation	CD40LG	1
Immune_cell_regulation	IL4R	1
Immune_cell_regulation	IL12RB2	2
Immune_cell_regulation	IL5	3
Immune_cell_regulation	TERT	2
Immune_cell_regulation	HSP90AA1	2
Immune_cell_regulation	IFNGR2	1
Immune_cell_regulation	IL4	3
Immune_cell_regulation	IRF1	1
Immune_cell_regulation	CCL7	3
Immune_cell_regulation	CCL8	3
Immune_cell_regulation	IL6ST	2
Immune_cell_regulation	NOS2	3
Immune_cell_regulation	SRC	1
Immune_cell_regulation	PTK2	1
Immune_cell_regulation	PTGER1	2
Immune_cell_regulation	EDN1	2
Immune_cell_regulation	F2	3
Immune_cell_regulation	APOE	1
Immune_cell_regulation	BPI	2
Immune_cell_regulation	CSF1	2
Immune_cell_regulation	HSP90B1	2
Immune_cell_regulation	ELANE	3
Immune_cell_regulation	SPP1	2
Immune_cell_regulation	CECR1	2
Immune_cell_regulation	PYCARD	1
Immune_cell_regulation	PTGES2	2
Immune_cell_regulation	CCR7	2
Immune_cell_regulation	C4B	2
Immune_cell_regulation	MAP2K2	1
Immune_cell_regulation	IFNG	1
Immune_cell_regulation	IL7	1
Immune_cell_regulation	MAP2K1	1
Immune_cell_regulation	MAPK14	1
Immune_cell_regulation	STAT2	1
Immune_cell_regulation	TAC1	1
Immune_cell_regulation	CYSLTR2	1
Immune_cell_regulation	PLCB4	1
Immune_cell_regulation	F2R	1
Immune_cell_regulation	PLCB1	1
Immune_cell_regulation	F2RL1	1
Immune_cell_regulation	PLCB3	1
Immune_cell_regulation	C3	1
Immune_cell_regulation	C6	1
Immune_cell_regulation	CCL13	1
Immune_cell_regulation	EGFR	1
Immune_cell_regulation	LDLR	1
Immune_cell_regulation	PLCG1	1
Immune_cell_regulation	APOB	1
Immune_cell_regulation	LRP2	1
Immune_cell_regulation	PLAU	1
Immune_cell_regulation	RASSF5	1
Diseases	SFTPA1	2
Diseases	SFTPD	1
Diseases	SFTPA2	1
Diseases	SRC	8
Diseases	ITGAM	6
Diseases	ITGB2	5
Diseases	ITGB1	7
Diseases	ATP11A	1
Diseases	GATA3	3
Diseases	GRB2	8
Diseases	CSF2	4
Diseases	ANXA1	5
Diseases	FN1	9
Diseases	CXCL8	7
Diseases	IL1B	3
Diseases	IL12A	3
Diseases	SHC1	10
Diseases	IL15	1
Diseases	JAK1	8
Diseases	CD28	1
Diseases	IL12RB1	3
Diseases	IL10	13
Diseases	RELA	7
Diseases	IL1A	1
Diseases	IL18	2
Diseases	JAK2	10
Diseases	PIK3R1	14
Diseases	CTLA4	1
Diseases	JUNB	1
Diseases	PIK3CA	5
Diseases	CD80	1
Diseases	IL13	7
Diseases	IL17A	4
Diseases	STAT3	10
Diseases	CD40LG	1
Diseases	CCL11	3
Diseases	FOXP3	1
Diseases	IL9	2
Diseases	IL6	11
Diseases	JUN	7
Diseases	TYK2	5
Diseases	TNF	8
Diseases	IL4R	2
Diseases	IL12RB2	2
Diseases	IL5	1
Diseases	CCL4	10
Diseases	SERPINA1	9
Diseases	SMAD7	1
Diseases	XIAP	2
Diseases	SERPINE1	3
Diseases	UBA52	6
Diseases	CTNNB1	6
Diseases	RHOA	5
Diseases	ALB	4
Diseases	CTGF	1
Diseases	UBB	6
Diseases	TAB2	2
Diseases	KNG1	3
Diseases	IGF1	7
Diseases	APP	5
Diseases	RPS27A	6
Diseases	MMP9	6
Diseases	RPS6KB1	1
Diseases	MAP3K7	2
Diseases	UBC	8
Diseases	TGFB3	3
Diseases	VWF	3
Diseases	TGFB2	6
Diseases	PLG	5
Diseases	PDGFB	5
Diseases	VEGFA	15
Diseases	HGF	2
Diseases	PPARG	1
Diseases	EGF	4
Diseases	MAPK3	2
Diseases	NRAS	7
Diseases	PIK3CB	4
Diseases	FGF1	2
Diseases	SOS1	10
Diseases	HRAS	10
Diseases	PTPN11	8
Diseases	RAC1	4
Diseases	AREG	2
Diseases	ERBB2IP	1
Diseases	GNAI1	3
Diseases	TF	4
Diseases	HSP90AA1	3
Diseases	INS	3
Diseases	AKT1	5
Diseases	HCK	6
Diseases	PDGFA	3
Diseases	FYN	2
Diseases	STAT1	5
Diseases	LDLR	1
Diseases	EDN1	5
Diseases	EGFR	3
Diseases	LCK	3
Diseases	TNFAIP3	1
Diseases	TRAF6	2
Diseases	MAP3K14	2
Diseases	IKBKB	2
Diseases	BIRC2	1
Diseases	TRAF3	1
Diseases	CCL5	6
Diseases	IKBKG	1
Diseases	MAP2K4	1
Diseases	MAP2K6	2
Diseases	PTGES2	1
Diseases	MAPK11	3
Diseases	CEBPD	1
Diseases	NCOA1	2
Diseases	ADIPOQ	2
Diseases	ESR1	4
Diseases	C3	1
Diseases	APOB	1
Diseases	CSF1	1
Diseases	MMP3	2
Diseases	MMP2	1
Diseases	C4A	3
Diseases	APOE	1
Diseases	APOA1	1
Diseases	MMP1	4
Diseases	TGFB1	1
Diseases	SPP1	2
Diseases	HSP90B1	1
Diseases	PIK3CG	1
Diseases	COL4A1	1
Diseases	SDCBP	1
Diseases	PIK3CD	2
Diseases	KRAS	2
Diseases	IL3	1
Diseases	MUC1	1
Diseases	IL7	1
Diseases	PLAU	1
Diseases	FGF2	1
Diseases	PLCG1	1
Diseases	CDH1	1
Diseases	PTK2	1
Diseases	GAB1	1
Diseases	LAMA3	2
Diseases	MAPK8	2
Diseases	CXCL1	6
Diseases	LCN2	2
Diseases	CCR5	2
Diseases	POMC	3
Diseases	CCR3	6
Diseases	CCR1	2
Diseases	SAA1	4
Diseases	PTGDR2	2
Diseases	CXCL10	3
Diseases	GNB1	9
Diseases	CXCL3	1
Diseases	PTGER3	2
Diseases	CCR4	2
Diseases	GNG2	5
Diseases	AGT	5
Diseases	CCL8	1
Diseases	CCL20	3
Diseases	CXCR3	3
Diseases	CXCL2	5
Diseases	CXCR4	4
Diseases	CCL3	4
Diseases	CCL7	1
Diseases	CXCL12	4
Diseases	HDAC1	2
Diseases	SP1	1
Diseases	ITGA4	1
Diseases	IL4	3
Diseases	BLVRA	1
Diseases	BLVRB	1
Diseases	NFE2L2	1
Diseases	CAT	1
Diseases	MAPK14	1
Diseases	LEP	2
Diseases	SYK	1
Diseases	CD86	1
Diseases	STAT2	1
Diseases	SOCS3	1
Diseases	NFKB2	2
Diseases	NOS2	1
Diseases	HBEGF	1
Diseases	TIMP2	1
Diseases	VAV1	1
Diseases	ELANE	2
Diseases	IRF3	1
Diseases	HLA-DRB1	1
Diseases	HLA-DRA	1
Diseases	ICAM1	3
Diseases	VCAM1	2
Diseases	IRF1	1
Diseases	PPARA	2
Diseases	PLCB3	2
Diseases	INSR	1
Diseases	PRKCD	1
Diseases	F2	3
Diseases	PLCB1	2
Diseases	MAP2K1	1
Diseases	NGF	1
Diseases	S100B	1
Diseases	FGF7	1
Diseases	CASP1	2
Diseases	CCR2	1
Diseases	TOLLIP	2
Diseases	HBB	1
Diseases	PTGS2	2
Diseases	TICAM2	1
Diseases	NLRC4	1
Diseases	IRAK4	1
Diseases	NLRP3	1
Diseases	MYD88	1
Diseases	DEFB4A	1
Diseases	IL1R1	1
Diseases	IL1RAP	1
Diseases	IRAK1	1
Diseases	TLR4	2
Diseases	CASP8	1
Diseases	VIP	1
Diseases	IL33	1
Diseases	TSLP	1
Diseases	PARN	1
Diseases	PTGER1	1
Diseases	TAC1	1
Diseases	PLCB4	1
Diseases	F2R	1
Diseases	F2RL1	1
Cytokines	IL10	22
Cytokines	TOLLIP	7
Cytokines	MYD88	15
Cytokines	IL1A	6
Cytokines	IL1B	11
Cytokines	IRAK3	2
Cytokines	IL1RAP	7
Cytokines	STAT3	15
Cytokines	IRAK1	12
Cytokines	IL1R1	14
Cytokines	TLR6	2
Cytokines	TLR7	2
Cytokines	TICAM2	8
Cytokines	IL33	3
Cytokines	IKBKG	18
Cytokines	MAP2K6	13
Cytokines	IRAK4	9
Cytokines	TLR4	9
Cytokines	TIRAP	4
Cytokines	TAB3	9
Cytokines	UBC	19
Cytokines	MAP2K4	11
Cytokines	IKBKB	12
Cytokines	UBA52	15
Cytokines	RELA	30
Cytokines	CHUK	8
Cytokines	TRAF6	25
Cytokines	PIK3R1	31
Cytokines	MAPK8	17
Cytokines	HDAC1	4
Cytokines	NCOA1	5
Cytokines	TNF	24
Cytokines	PPARA	9
Cytokines	MAPK10	5
Cytokines	MAPK9	12
Cytokines	JUN	21
Cytokines	ESR1	16
Cytokines	MAPK11	6
Cytokines	GRB2	20
Cytokines	CCL5	7
Cytokines	CXCL12	12
Cytokines	EDN1	9
Cytokines	SRC	17
Cytokines	ANXA1	4
Cytokines	HCK	14
Cytokines	SHC1	30
Cytokines	CXCR3	2
Cytokines	HRAS	24
Cytokines	PLCB4	1
Cytokines	CCL4	13
Cytokines	CCR3	3
Cytokines	SOS1	22
Cytokines	POMC	4
Cytokines	CXCR4	9
Cytokines	CXCL2	7
Cytokines	SAA1	8
Cytokines	CXCL1	6
Cytokines	GNB1	21
Cytokines	PLCB3	2
Cytokines	PTPN11	16
Cytokines	PIK3CD	7
Cytokines	JAK2	26
Cytokines	CSF2	10
Cytokines	JAK1	24
Cytokines	NRAS	14
Cytokines	TRAF3	5
Cytokines	AKT1	25
Cytokines	TNFAIP3	7
Cytokines	MAP3K14	10
Cytokines	ZBP1	4
Cytokines	NFKB2	6
Cytokines	MAP3K7	12
Cytokines	IL22	8
Cytokines	STAT1	18
Cytokines	IL10RB	2
Cytokines	TYK2	27
Cytokines	CCL3	4
Cytokines	VEGFA	16
Cytokines	TF	4
Cytokines	ADIPOQ	5
Cytokines	C4A	3
Cytokines	VAV1	14
Cytokines	SERPINA1	6
Cytokines	SP1	6
Cytokines	IL13	9
Cytokines	IL17A	8
Cytokines	IL17RE	2
Cytokines	IL25	2
Cytokines	IL17F	3
Cytokines	ITGB2	4
Cytokines	IL6	31
Cytokines	FN1	12
Cytokines	ITGAM	4
Cytokines	IL4R	8
Cytokines	ITGB1	9
Cytokines	CXCL8	10
Cytokines	TSLP	2
Cytokines	GATA3	7
Cytokines	IL6ST	9
Cytokines	TERT	7
Cytokines	IFNB1	8
Cytokines	HLA-DRB1	3
Cytokines	STAT2	4
Cytokines	HSP90AA1	8
Cytokines	VCAM1	2
Cytokines	HLA-DRA	4
Cytokines	ICAM1	3
Cytokines	IRF3	11
Cytokines	HMGB1	6
Cytokines	CREBBP	4
Cytokines	IL12RB1	13
Cytokines	SYK	11
Cytokines	PRKCD	13
Cytokines	BCL2	8
Cytokines	RHOA	11
Cytokines	IL6R	10
Cytokines	PDGFA	1
Cytokines	FYN	9
Cytokines	IFNGR1	5
Cytokines	BIRC2	7
Cytokines	XIAP	6
Cytokines	NLK	3
Cytokines	TLR5	2
Cytokines	PTK2	4
Cytokines	CTNNB1	6
Cytokines	FCER1A	1
Cytokines	FGF1	8
Cytokines	GNAI1	6
Cytokines	INS	4
Cytokines	NGF	9
Cytokines	PLCG2	7
Cytokines	CD40	4
Cytokines	AKT2	3
Cytokines	IL17RA	4
Cytokines	IL17RB	1
Cytokines	CEBPD	4
Cytokines	TAB2	8
Cytokines	RPS27A	6
Cytokines	TLR1	1
Cytokines	UBB	7
Cytokines	TLR2	2
Cytokines	IL1RN	1
Cytokines	LY96	2
Cytokines	MAP2K3	3
Cytokines	TLR8	1
Cytokines	LCK	13
Cytokines	ZBTB16	1
Cytokines	UBE2V1	4
Cytokines	SOCS3	5
Cytokines	SDCBP	2
Cytokines	IL9	3
Cytokines	CCL11	6
Cytokines	PIK3CB	4
Cytokines	PIK3CA	13
Cytokines	KRAS	4
Cytokines	IL3	3
Cytokines	SKIL	2
Cytokines	MECP2	1
Cytokines	C3	2
Cytokines	APOB	3
Cytokines	CSF1	2
Cytokines	MMP3	2
Cytokines	MMP2	1
Cytokines	TGFB3	4
Cytokines	APP	7
Cytokines	VWF	4
Cytokines	EGF	6
Cytokines	IGF1	6
Cytokines	PDGFB	6
Cytokines	PLG	3
Cytokines	APOE	1
Cytokines	APOA1	1
Cytokines	KNG1	4
Cytokines	HGF	3
Cytokines	SERPINE1	2
Cytokines	MMP1	2
Cytokines	TGFB1	3
Cytokines	TGFB2	4
Cytokines	SPP1	3
Cytokines	ALB	4
Cytokines	HSP90B1	1
Cytokines	MMP9	4
Cytokines	AGT	6
Cytokines	MAPK3	9
Cytokines	F2	5
Cytokines	BRAF	3
Cytokines	IL17RD	3
Cytokines	MAP2K1	10
Cytokines	RAC1	10
Cytokines	PIK3CG	2
Cytokines	MAP2K2	2
Cytokines	IFNG	1
Cytokines	CTLA4	2
Cytokines	IL7	2
Cytokines	CD28	4
Cytokines	MAPK14	5
Cytokines	FOXP3	6
Cytokines	IL5	4
Cytokines	IL4	5
Cytokines	IL15	4
Cytokines	BLVRA	3
Cytokines	BLVRB	1
Cytokines	NFE2L2	2
Cytokines	CAT	1
Cytokines	SMAD7	3
Cytokines	CTGF	2
Cytokines	RPS6KB1	2
Cytokines	PPARG	3
Cytokines	IL18R1	5
Cytokines	ABCB1	1
Cytokines	LCN2	3
Cytokines	CCR2	1
Cytokines	JUNB	2
Cytokines	BIRC5	1
Cytokines	EGFR	6
Cytokines	IL18	6
Cytokines	CEBPB	6
Cytokines	LEP	4
Cytokines	IL12A	4
Cytokines	MUC1	1
Cytokines	PTGS2	2
Cytokines	CXCL10	2
Cytokines	CCR5	2
Cytokines	CCR1	1
Cytokines	CCL20	2
Cytokines	NOS2	3
Cytokines	CD86	4
Cytokines	FASLG	2
Cytokines	BCL2L1	3
Cytokines	TP53	5
Cytokines	ABCB4	1
Cytokines	ABCA1	1
Cytokines	PTGES2	4
Cytokines	GSK3B	1
Cytokines	IL2	3
Cytokines	INSR	1
Cytokines	CD80	3
Cytokines	CD40LG	4
Cytokines	IL12RB2	2
Cytokines	CECR1	3
Cytokines	ELANE	5
Cytokines	CASP8	5
Cytokines	BAD	4
Cytokines	CFLAR	1
Cytokines	NLRP1	1
Cytokines	NFKBIA	2
Cytokines	FGF2	4
Cytokines	RETN	1
Cytokines	HSP90AB1	3
Cytokines	GAB1	2
Cytokines	F2R	3
Cytokines	HNF1A	1
Cytokines	NFKB1	3
Cytokines	CTSG	1
Cytokines	NR3C1	3
Cytokines	BPI	2
Cytokines	PRTN3	1
Cytokines	MPO	1
Cytokines	S100A12	3
Cytokines	FGF7	4
Cytokines	CDH1	1
Cytokines	S100B	3
Cytokines	AGER	3
Cytokines	PYCARD	1
Cytokines	SOD2	1
Cytokines	REL	2
Cytokines	NFKBIB	2
Cytokines	RELB	1
Cytokines	IL12B	2
Cytokines	IRAK2	3
Cytokines	IL23A	2
Cytokines	UBE2N	3
Cytokines	RIPK1	4
Cytokines	NLRP3	2
Cytokines	TIMP2	1
Cytokines	CHI3L1	1
Cytokines	LTF	1
Cytokines	TCN1	1
Cytokines	PTX3	1
Cytokines	BIRC3	2
Cytokines	BCL2A1	1
Cytokines	GNG2	3
Cytokines	LDLR	1
Cytokines	PLCG1	2
Cytokines	LRP2	1
Cytokines	PLCB2	1
Cytokines	PLCB1	1
Cytokines	NOD2	2
Cytokines	GNGT1	2
Cytokines	CARD9	1
Cytokines	FCGR3A	2
Cytokines	TAC1	1
Cytokines	TYROBP	1
Cytokines	FCGR2A	1
Cytokines	F2RL1	1
Cytokines	PTGER1	1
Cytokines	CYSLTR2	1
Cytokines	AKT3	1
Cytokines	CASP1	2
Cytokines	NLRC4	1
Cytokines	DEFB4A	1
Cytokines	FAS	1
Cytokines	RIPK2	1
Cytokines	NOD1	1
Cytokines	TICAM1	1
Cytokines	CD14	1
Cytokines	TLR3	1
Cytokines	IFNGR2	1
Cytokines	IRF1	1
Allograft_rejection	GATA3	2
Allograft_rejection	GRB2	6
Allograft_rejection	CSF2	4
Allograft_rejection	ANXA1	1
Allograft_rejection	FN1	2
Allograft_rejection	CXCL8	1
Allograft_rejection	IL1B	3
Allograft_rejection	IL12A	1
Allograft_rejection	SHC1	4
Allograft_rejection	IL15	2
Allograft_rejection	JAK1	5
Allograft_rejection	CD28	4
Allograft_rejection	IL12RB1	2
Allograft_rejection	IL10	8
Allograft_rejection	RELA	4
Allograft_rejection	IL1A	1
Allograft_rejection	IL18	1
Allograft_rejection	JAK2	5
Allograft_rejection	PIK3R1	8
Allograft_rejection	CTLA4	3
Allograft_rejection	JUNB	1
Allograft_rejection	PIK3CA	4
Allograft_rejection	CD80	1
Allograft_rejection	IL13	4
Allograft_rejection	IL17A	3
Allograft_rejection	STAT3	4
Allograft_rejection	CD40LG	3
Allograft_rejection	CCL11	2
Allograft_rejection	FOXP3	5
Allograft_rejection	IL9	2
Allograft_rejection	IL6	3
Allograft_rejection	JUN	4
Allograft_rejection	TYK2	3
Allograft_rejection	TNF	3
Allograft_rejection	IL4R	1
Allograft_rejection	IL12RB2	1
Allograft_rejection	IL5	3
Allograft_rejection	POMC	1
Allograft_rejection	GNB1	1
Allograft_rejection	SRC	1
Allograft_rejection	SYK	3
Allograft_rejection	CASP8	1
Allograft_rejection	MAP2K6	1
Allograft_rejection	IKBKG	1
Allograft_rejection	IKBKB	1
Allograft_rejection	MAP2K4	1
Allograft_rejection	FASLG	1
Allograft_rejection	CHUK	1
Allograft_rejection	BIRC2	1
Allograft_rejection	CCL4	1
Allograft_rejection	CCL5	1
Allograft_rejection	CXCL2	1
Allograft_rejection	CCL3	1
Allograft_rejection	RAC1	3
Allograft_rejection	ITGB1	4
Allograft_rejection	ITGAM	4
Allograft_rejection	HLA-DRA	3
Allograft_rejection	AKT2	4
Allograft_rejection	VAV1	3
Allograft_rejection	ITGAD	3
Allograft_rejection	AKT1	5
Allograft_rejection	CD86	3
Allograft_rejection	CD40	2
Allograft_rejection	LCK	6
Allograft_rejection	ITGA4	3
Allograft_rejection	ITGAL	3
Allograft_rejection	PTPN11	6
Allograft_rejection	FYN	5
Allograft_rejection	HLA-DRB1	3
Allograft_rejection	ITGB2	3
Allograft_rejection	SDCBP	1
Allograft_rejection	NRAS	2
Allograft_rejection	PIK3CD	2
Allograft_rejection	SOS1	2
Allograft_rejection	PIK3CB	2
Allograft_rejection	KRAS	2
Allograft_rejection	HRAS	2
Allograft_rejection	IL3	2
Allograft_rejection	CXCL10	1
Allograft_rejection	TERT	2
Allograft_rejection	PRKCD	1
Allograft_rejection	HSP90AA1	2
Allograft_rejection	IFNGR2	1
Allograft_rejection	STAT1	3
Allograft_rejection	IL4	2
Allograft_rejection	IFNGR1	1
Allograft_rejection	SOCS3	2
Allograft_rejection	IRF1	1
Allograft_rejection	FCGR3A	1
Allograft_rejection	RHOA	2
Allograft_rejection	MAP2K2	1
Allograft_rejection	IFNG	1
Allograft_rejection	MAPK8	1
Allograft_rejection	IL7	1
Allograft_rejection	MAPK3	2
Allograft_rejection	MAP2K1	1
Allograft_rejection	MAPK14	1
Allograft_rejection	MAPK11	1
Allograft_rejection	MAPK9	1
Allograft_rejection	SERPINA1	1
Allograft_rejection	SMAD7	1
Allograft_rejection	XIAP	1
Allograft_rejection	SERPINE1	1
Allograft_rejection	UBA52	1
Allograft_rejection	CTNNB1	1
Allograft_rejection	ALB	1
Allograft_rejection	CTGF	1
Allograft_rejection	UBB	1
Allograft_rejection	TAB2	1
Allograft_rejection	KNG1	1
Allograft_rejection	IGF1	1
Allograft_rejection	APP	1
Allograft_rejection	RPS27A	1
Allograft_rejection	MMP9	1
Allograft_rejection	RPS6KB1	1
Allograft_rejection	MAP3K7	1
Allograft_rejection	UBC	1
Allograft_rejection	TGFB3	1
Allograft_rejection	VWF	1
Allograft_rejection	TGFB2	1
Allograft_rejection	PLG	1
Allograft_rejection	PDGFB	1
Allograft_rejection	VEGFA	1
Allograft_rejection	HGF	1
Allograft_rejection	PPARG	1
Allograft_rejection	EGF	1
Allograft_rejection	NOS2	1
Allograft_rejection	NFKB2	1
Allograft_rejection	IL6ST	1
