source_id	target_id	common_neighbors
Metabolism	IL6	2
Metabolism	LTF	1
Metabolism	HMGB1	1
Metabolism	CD40	1
Metabolism	TRAF6	1
Metabolism	APP	1
Metabolism	BCL2A1	1
Metabolism	TAB2	1
Metabolism	TYK2	1
Metabolism	ANGPT1	1
Metabolism	CASP8	1
Metabolism	REL	1
Metabolism	BIRC3	1
Metabolism	IFIH1	1
Metabolism	MAP3K1	1
Metabolism	TEK	1
Metabolism	IL1B	1
Metabolism	UBE2N	1
Metabolism	UBB	2
Metabolism	RIPK1	1
Metabolism	NFKB2	1
Metabolism	IRAK1	1
Metabolism	NFKBIB	1
Metabolism	TBK1	1
Metabolism	TXN	1
Metabolism	PIK3R1	1
Metabolism	AGER	1
Metabolism	LCN2	1
Metabolism	MAVS	1
Metabolism	RNF135	1
Metabolism	TOLLIP	1
Metabolism	PIK3CA	1
Metabolism	TRIM25	1
Metabolism	MAP3K7	1
Metabolism	TIMP2	1
Metabolism	EPO	1
Metabolism	CXCL8	1
Metabolism	RPS27A	2
Metabolism	MAPK8	3
Metabolism	ITGB2	1
Metabolism	JAK2	1
Metabolism	TLR2	1
Metabolism	MAPK3	1
Metabolism	IL23A	1
Metabolism	IL18	1
Metabolism	IL1R1	1
Metabolism	CREBBP	1
Metabolism	ELANE	1
Metabolism	TCN1	1
Metabolism	MAPK14	1
Metabolism	AKT1	5
Metabolism	DDX58	1
Metabolism	CHUK	1
Metabolism	MAP2K1	1
Metabolism	S100B	1
Metabolism	NGF	1
Metabolism	IL1A	1
Metabolism	TLR4	1
Metabolism	IL12B	1
Metabolism	RELA	3
Metabolism	CHI3L1	1
Metabolism	IRAK2	1
Metabolism	NLRP3	1
Metabolism	IKBKG	1
Metabolism	TRAF2	1
Metabolism	MYD88	1
Metabolism	TNF	2
Metabolism	PPARG	2
Metabolism	S100A12	1
Metabolism	SAA1	1
Metabolism	ZBP1	1
Metabolism	CXCL1	2
Metabolism	IKBKB	2
Metabolism	TAB3	1
Metabolism	SRC	1
Metabolism	UBE2V1	1
Metabolism	CD40LG	1
Metabolism	IL1RAP	1
Metabolism	MAPK9	1
Metabolism	LEP	1
Metabolism	ADIPOQ	1
Metabolism	JUN	1
Metabolism	INS	2
Metabolism	HAMP	3
Metabolism	NOS3	1
Metabolism	PARP1	1
Metabolism	MYC	1
Metabolism	FOXO3	3
Metabolism	NFKB1	1
Metabolism	TP53	1
Metabolism	ARNT	1
Metabolism	TP73	1
Metabolism	BAX	1
Metabolism	FOXO1	1
Metabolism	SLC11A2	1
Metabolism	PRKCSH	1
Metabolism	TFR2	1
Metabolism	TFRC	1
Metabolism	HBB	1
Metabolism	MMP9	1
Metabolism	CST3	1
Metabolism	EGLN2	1
Metabolism	VEGFA	1
Metabolism	IL6ST	1
Complement	MASP2	2
Complement	C1S	4
Complement	C1QB	1
Complement	ALB	1
Complement	ADIPOQ	1
Complement	C1QC	2
Complement	INS	1
Complement	CXCL8	1
Complement	C1QA	3
Complement	LEP	1
Complement	IL6	1
Complement	MBL2	1
