entrezgene	logFC_SLE	PValue_SLE
6326	0.434689999929549	2.25043264783271e-12
22384	-0.652730547637434	2.30310935521253e-12
28744	-0.695694828048735	2.35926338696293e-12
34348	0.58888254330461	2.40822539155948e-12
38587	-0.690912234359773	2.47694206203591e-12
27540	0.329731525192986	2.49277624339136e-12
26209	-1.82274843620859	2.50595241961484e-12
42045	-1.00788539337467	2.50841164681037e-12
17829	-1.04392428453328	2.51328067008391e-12
23105	-0.600232797410877	2.58477027914248e-12
17440	1.29932449314603	2.58565760831115e-12
4749	0.40442756702224	2.71326227723899e-12
21622	0.383695080360116	2.81633476524681e-12
7483	0.449442453632033	2.94569221686285e-12
24205	-0.809031666016657	2.94919630938621e-12
3713	-0.488422286888199	3.0019938100331e-12
7669	-0.617469867699025	3.02426494582661e-12
22691	0.470390946352346	3.10249913672403e-12
38594	-0.655196809974002	3.13876389033571e-12
25506	0.444425295618616	3.18790185546195e-12
126	0.444229382749858	3.28017250683388e-12
35753	-0.762084906476704	3.30872895103779e-12
31259	-0.313018191626203	3.36996093407221e-12
34861	-0.777969095837628	3.42582123653574e-12
53499	0.411331559032214	3.45846186773568e-12
29795	0.527254239881887	3.4672804729472e-12
39337	-1.86030740733572	3.51002409278857e-12
7585	0.343815164089207	3.5520584370534e-12
31999	0.364842463165879	3.75045282650782e-12
48653	-1.17409972112119	3.82487535909758e-12
46746	-0.710696527847711	3.84873376419825e-12
50184	-2.23326824621209	3.88505597018195e-12
12625	-0.988388470948926	3.90384621780174e-12
18595	-0.564157142500736	4.15360395563598e-12
20665	0.359588578205669	4.29945680086381e-12
13852	-0.700264278350159	4.31117062342444e-12
28271	-0.31744008583821	4.36464324223231e-12
45243	-0.589748864597307	4.40188638097646e-12
9950	-2.52193947889058	4.46017216811816e-12
23112	0.439656322242693	4.68566027631026e-12
43914	-1.05411955305183	4.70028378530008e-12
43947	-0.747814365492073	4.85733742020497e-12
34211	0.464335292344862	4.99058657694371e-12
17725	-0.599718991221071	5.02090947984081e-12
52694	-0.904993274802155	5.26903526488271e-12
11437	-0.850196334728476	5.35518857882723e-12
11507	-0.296536381149077	5.35924288727394e-12
45147	2.08945189420778	5.41419244006471e-12
7515	0.504685665316362	5.72941140038456e-12
53681	0.393582544141428	5.92724597253571e-12
50253	-0.420606214603455	6.04821164352803e-12
20885	-0.441834620788692	6.08028471191613e-12
23970	-1.27802395564182	6.82828856667071e-12
3058	-0.820623686710405	6.90069669093084e-12
100	0.426496224789215	7.06519521682732e-12
41574	-0.381163311254453	7.1025647887795e-12
35248	0.397552423721689	7.18086992122803e-12
25430	0.538972211970641	7.30825187733198e-12
11349	-0.624295031854865	7.30993417475374e-12
17681	-0.647941181940042	7.3713378037504e-12
53530	0.222371092502643	7.44891070868194e-12
38318	0.361416844143375	7.53174667610534e-12
21401	-0.461873398616723	7.85285183402647e-12
24001	-0.861450226332235	7.85516655803828e-12
36054	0.364337805466543	8.06615528939491e-12
51361	0.496896573618332	8.50328147896767e-12
18720	-1.03808148630619	8.50520466229489e-12
8792	-0.354626310147487	8.55261166458112e-12
4027	-0.319713283772556	8.55975850287662e-12
1656	0.501129064956799	8.56259907779551e-12
16555	0.456489383983529	8.78260984217056e-12
18059	-0.429541024089239	9.46376506353711e-12
102	0.419680377900436	9.53061388250202e-12
46401	0.400585489709703	9.73574053774276e-12
35204	0.301279347704301	9.78577965571768e-12
18190	-0.837573631288763	1.01692481853849e-11
51286	0.595960392324376	1.02885960773193e-11
31454	-0.363674652615229	1.04032445436982e-11
27167	-0.615157992779847	1.04230047165753e-11
28491	-0.341557948432739	1.06359078469464e-11
61468	0.952172779326428	1.13549659054171e-11
51360	0.392147194712907	1.14828286451839e-11
41875	-0.673189725602432	1.16422517060544e-11
11435	-1.31205964662507	1.19242890300464e-11
2604	-0.769051761128822	1.20183367141027e-11
10661	0.429627182195366	1.23516305571847e-11
50566	-0.346617114489817	1.24012600561379e-11
1168	-0.505743189509725	1.25204187307986e-11
42438	-0.929751413855096	1.2821492286276e-11
15405	-2.75950153550053	1.2953172787862e-11
8423	-0.51425128415124	1.320971405687e-11
52457	-0.37136430040693	1.35829701930082e-11
23516	-0.303689991918268	1.36897663135404e-11
21897	0.355754399456261	1.38055248216703e-11
33794	-0.38207899867951	1.38449190817816e-11
2617	-0.530904808864698	1.38826351084751e-11
20384	-0.667521201483208	1.45861003804977e-11
42693	0.612150175996207	1.51338487373822e-11
52962	-0.325573046391377	1.53149282794322e-11
8843	-0.925088045154468	1.53822866240388e-11
6267	-0.44351049811661	1.54153938694426e-11
4759	0.360030589233787	1.54989131479007e-11
44568	-3.25709475747949	1.6113460115491e-11
23251	0.344913909906488	1.62769615969945e-11
9250	0.351686754633343	1.63455554822868e-11
46951	0.971326068144284	1.63738860340119e-11
34729	-0.927937915354651	1.64260522006578e-11
51260	0.451611699917999	1.64801351039463e-11
48669	-0.502819851930563	1.6489696800706e-11
22166	-0.818769723440638	1.65609882327176e-11
6984	0.620504528757966	1.66226108322918e-11
48246	-1.11028670219589	1.66731868038367e-11
34906	0.285089455768461	1.66966079811777e-11
17694	-0.250640303240347	1.67065649981174e-11
52572	-0.957155630147073	1.676145208073e-11
36063	0.29822895762164	1.70396234117444e-11
13955	-0.275323275033018	1.72130087473294e-11
44344	-0.264622043328584	1.72938973006216e-11
30706	-0.350697522234825	1.7411045602656e-11
34928	0.448062444915438	1.79078318127886e-11
44711	0.416907390068056	1.80021434316598e-11
6256	-0.306816585655718	1.81590231508373e-11
30737	-1.9753274522476	1.84254672422353e-11
11036	-1.81371027541701	1.87989890572349e-11
52280	-0.785823891776266	2.01613093954507e-11
44372	-0.660526169991831	2.10169968155759e-11
4632	-0.265883106567921	2.10400922535934e-11
20300	-0.385555305466669	2.16451290586643e-11
7045	-1.13348521495733	2.23177371319949e-11
32178	0.352249557772662	2.25386726201494e-11
18967	0.564270235320329	2.33938512416815e-11
12037	-0.701142476832715	2.38559590950293e-11
5720	-0.75412115562674	2.41696984562747e-11
36804	-0.461147689868344	2.45770413955882e-11
39988	-0.539894618458209	2.49992068761231e-11
53712	0.316157389827446	2.52931838985693e-11
30606	-0.412678184495009	2.54953676341816e-11
97	0.449124067448999	2.6232424204889e-11
51273	-1.56639969116307	2.62690609446629e-11
17718	-0.530118267499536	2.79345428166613e-11
16632	0.47989110871095	2.80755593954109e-11
2537	-0.766166773619145	2.87365675087772e-11
27227	0.442706167538588	2.94355584234925e-11
31134	-0.617251075896301	2.96614615449205e-11
52025	-0.358567379938001	2.9764599923085e-11
27637	-0.907503380868183	3.17295787787181e-11
48941	0.347656837222134	3.2488228268246e-11
27373	-0.385617233132643	3.27988248436982e-11
10951	-0.750325751081817	3.28535786227116e-11
33966	0.322046920455262	3.33069756420556e-11
6814	-0.687164327405909	3.40776798988761e-11
36413	-0.523609843555017	3.44552116267342e-11
53351	0.357963994205164	3.50916029183304e-11
90	0.368557430608471	3.63745601481339e-11
27080	0.414559335500005	3.72260510705472e-11
15521	-1.16593344560698	3.77603265224142e-11
3722	-0.710262694798203	4.13550247234025e-11
42275	-0.396863207972949	4.20438140881598e-11
29337	0.316195764073412	4.30633452083579e-11
48172	-0.29557266019954	4.32123436990924e-11
6678	-1.38619939611264	4.37319290955194e-11
597	0.371959284211013	4.50626609803844e-11
7046	-0.824245632814721	4.52527520862471e-11
41660	-1.23190067874744	4.6142409468717e-11
33309	0.269334158771109	4.65661616871648e-11
24210	-0.712416443149126	4.66477730500832e-11
30237	0.432589784856605	4.73711691020402e-11
37917	-1.55429232090609	4.8083115395974e-11
46482	0.289841033035368	4.91159018668183e-11
11035	-0.498269330329926	4.99797584699763e-11
35810	-0.730573174703033	5.17891994257294e-11
2618	-0.525023909207958	5.22145093586201e-11
35053	0.524405089756854	5.22352863144915e-11
13981	-0.570482746636616	5.22442336745592e-11
46082	-0.260200563930007	5.33508153957915e-11
50190	-1.01430561045035	5.38128959181505e-11
39491	-0.52475301699462	5.40145977720666e-11
21895	0.398649030294089	5.4644999462516e-11
60540	-0.347821123780747	5.58841186951821e-11
6372	-0.377016476480046	5.59043267868764e-11
15784	-0.653162193648307	5.62680589555565e-11
34703	-1.79486524372205	5.63456728480257e-11
21204	0.548421101157373	5.65354262434279e-11
16609	0.993974320940513	5.71918546195492e-11
51306	0.553375072478339	5.74374280217458e-11
51325	0.258806084098027	6.06363001106976e-11
80	0.518704023235945	6.2223442276741e-11
19564	-0.314289642987272	6.22564155594185e-11
6108	-0.263083674029693	6.41538748081844e-11
12193	-0.949265323465613	6.437630006978e-11
9828	-0.32988271721386	6.54307287076175e-11
13720	-0.285431702460078	6.58288577308129e-11
49577	0.314159381930224	6.61693395362538e-11
53736	0.347520596670416	6.65502675813018e-11
27208	-1.92900445479736	6.96498013292333e-11
26558	0.748607863976043	7.10237788934168e-11
10957	-1.32400209202487	7.18071095070598e-11
44488	-1.20239535779197	7.21367707626032e-11
51497	-0.779827138276173	7.2487624282842e-11
164	0.242866239666491	7.26175806894453e-11
36338	-0.369450154105621	7.29358977737406e-11
41228	-1.0312478298668	7.4336091657312e-11
3719	-0.917935275012662	7.56195753935738e-11
17788	-0.268166192980639	7.57316359550213e-11
1207	0.312022035601648	7.63240545401997e-11
3201	-2.25769848671618	7.99877009523931e-11
35952	1.05984399754284	8.0156085067229e-11
5645	-0.553731787786705	8.06226345038828e-11
28149	0.309461621797641	8.1090405747812e-11
37165	-0.689913323328387	8.45480362448641e-11
44587	-0.317384675423424	8.71138704583032e-11
1053	-0.532009622047373	8.75221878574633e-11
19088	0.346937886629689	8.78117039560107e-11
16292	-0.313307468377011	8.83588462040439e-11
41272	-0.634962662683863	8.84387364585847e-11
16630	0.69703885074094	8.85073841253895e-11
36131	0.294238811648819	9.06720726383711e-11
29271	-0.635950056117066	9.09044095085715e-11
59603	-0.888171978459908	9.16186749917131e-11
37225	-0.535404951546356	9.16624776015699e-11
53732	0.503545904389294	9.19032584703882e-11
9984	-0.639605236863347	9.38588503725045e-11
9140	-0.688430302993062	9.38765821310809e-11
33197	-0.599810186810169	9.46131119251038e-11
53457	-0.360223496623828	9.4731842434487e-11
26302	0.519981263962915	9.49282680982885e-11
14974	-0.76104768040304	9.56649873399562e-11
6665	-0.605640952268399	9.648913540845e-11
5058	-0.288574470138594	9.78168617407763e-11
30100	-0.443479074911869	9.85999219520053e-11
13576	-0.41678312558491	9.92897003706681e-11
45537	-0.775424589910409	1.01029492753913e-10
51498	-0.850479285018288	1.01617899040111e-10
29045	-0.300352498899614	1.02511717116332e-10
43199	-0.359697886662415	1.03276536490105e-10
19031	0.620143696109079	1.07090609560284e-10
15546	-0.384782208776627	1.08118257670324e-10
23261	0.326652324628382	1.08688347080708e-10
53705	0.450001235491317	1.09670822138512e-10
24248	-2.35257224053683	1.09689132051473e-10
9084	-1.58049499499054	1.10841324818565e-10
13019	-0.802343279444573	1.12018195991499e-10
21201	0.239423277714786	1.14867547147498e-10
30994	-0.399392363588025	1.15893669811548e-10
6737	-0.466154014662599	1.17293859124403e-10
44497	-1.59424654488681	1.17774601971759e-10
44656	0.322989649359682	1.19511233631868e-10
33543	-0.322898053417585	1.20213272510006e-10
13994	-0.463751443961421	1.20741612405314e-10
9594	-0.19707488208612	1.24910397189321e-10
5411	-0.33879466622994	1.29389959379837e-10
26265	-3.76076663423754	1.33181811196028e-10
22510	-0.841970918875685	1.34744610871478e-10
9508	-0.368076218897045	1.38484090249362e-10
6467	-0.416721254617767	1.42232313058877e-10
36147	0.250576138218295	1.42336610999503e-10
3005	-0.594909811412026	1.45477410282747e-10
3004	-0.641810122047267	1.45718609431005e-10
39518	-0.36408321195002	1.47902281156416e-10
42925	-0.269840034779407	1.57433347211981e-10
53730	0.845900856298479	1.57890130068034e-10
39047	-0.242742299799054	1.60338127540842e-10
30568	-0.226615347334314	1.60614867455378e-10
36803	-0.696611220184096	1.60873969848958e-10
10857	-0.806737824848381	1.63115345896112e-10
35058	0.370243906269918	1.64636459784664e-10
24096	0.314157563865465	1.64649903835002e-10
17457	1.02739338160217	1.65748842214394e-10
47127	-1.82151681919767	1.70232389717056e-10
45441	0.464785348569106	1.7634782251385e-10
30609	-0.803809180928562	1.76729743326006e-10
45244	-0.663492729721954	1.78129126570606e-10
25804	0.277538107631265	1.80364811700181e-10
13979	-0.361774579679464	1.83358464585841e-10
17846	-0.302319389462809	1.84144638499016e-10
40090	-0.659355305716522	1.86498707598383e-10
33223	0.491483634913284	1.8658063537525e-10
30600	-1.20468852651696	1.87767064853574e-10
2105	-0.744589542606421	1.89909527777176e-10
12667	-0.531548627619294	1.92035937681101e-10
49862	-0.513584946428307	1.97372222898158e-10
48762	1.60435981699171	1.99034629171426e-10
3363	-0.613047189526796	2.0339143633784e-10
36032	-0.74525048438833	2.04900864696585e-10
36055	0.363400840681448	2.09389585529436e-10
7591	0.318497555065194	2.10107803011331e-10
660	0.575374416737725	2.11647952367791e-10
19181	-0.443656470287943	2.11740888430806e-10
32639	0.481470096289732	2.1281970068641e-10
2606	-0.425621507774423	2.15851847100426e-10
