ENSG_ID	logFC	Fold Change	AveExpr	t	P.Value	adj.P.Val	B
ENSG00000142192	-0.588226079873726	-1.50339705188822	9.92063700743194	-5.54916571446079	4.05949175619618e-06	0.00141258373433991	4.29124697387089
ENSG00000118242	2.02531768495293	4.07081507309174	4.97747415385698	5.51534445781853	4.47870849457262e-06	0.00146215365544406	4.19985475048225
ENSG00000184524	-0.321240545702049	-1.24940442595434	3.25594907952893	-5.51129411308453	4.53173746559734e-06	0.00146215365544406	4.18890804320164
ENSG00000091490	2.99100720973201	7.95028847729585	6.02946301907549	5.50489517630391	4.61680017710593e-06	0.00146215365544406	4.17161314497075
ENSG00000148180	-2.31932996193848	-4.99100366049254	4.90099449471652	-5.49440395911716	4.75973765887263e-06	0.00146215365544406	4.14325581511316
ENSG00000175164	-0.23199549244872	-1.17445830173456	2.91694323340948	-5.49008374108096	4.81987934767293e-06	0.00146215365544406	4.13157777488299
ENSG00000101188	-0.305378143793636	-1.23574249428769	3.03998103577446	-5.45844811150524	5.28410197494753e-06	0.00156290526164011	4.04605206098145
ENSG00000138755	4.82613683800659	28.3669048157483	6.88233650143508	5.43469569751551	5.66184785348358e-06	0.00163378834035523	3.98182687604312
ENSG00000151292	0.876859075198102	1.83637293594047	6.53612214182583	5.41787115779182	5.94566297056001e-06	0.00167483663344513	3.93632915420862
ENSG00000120802	0.366092256295994	1.28885704663817	3.80276667810943	5.40960761682855	6.09023313332018e-06	0.00167566391163514	3.91398110933632
ENSG00000026103	1.39060834842253	2.62189216101136	6.36811837964736	5.39148223452311	6.41977660342597e-06	0.00172619038625301	3.86495971011438
ENSG00000054118	-0.450127801120168	-1.3661612727716	4.23182822680528	-5.37300215849375	6.77414633133244e-06	0.00178099833879987	3.81497551609253
ENSG00000105370	-0.346528777921733	-1.27149763440098	3.97446491452163	-5.29000210986497	8.62306408915673e-06	0.00215697605275192	3.59045413151901
ENSG00000157693	0.796558703876025	1.73695298435959	4.32905839849103	5.28744412462198	8.68743584475514e-06	0.00215697605275192	3.58353431347234
ENSG00000136824	0.748716260841022	1.68029700291807	4.50189368783562	5.28394921604137	8.77616241827182e-06	0.00215697605275192	3.57407995351171
ENSG00000169245	4.03128681327591	16.3507715960825	7.10527817955736	5.2726632386526	9.06891553172095e-06	0.00215697605275192	3.54354945153679
ENSG00000211598	5.34650503503279	40.6872546922924	6.75669125783148	5.25946527879769	9.42366683842289e-06	0.00215697605275192	3.50784708432875
ENSG00000130816	0.703791970224645	1.62878024682803	7.76486328258917	5.25931793967647	9.42770447983444e-06	0.00215697605275192	3.50744851411861
ENSG00000129932	-0.870360731635158	-1.82811994663972	6.04619966503959	-5.25701645207671	9.49099867542689e-06	0.00215697605275192	3.50122272144521
ENSG00000101574	0.65750472988338	1.57735209152737	4.37720618168661	5.25084850211036	9.66272764735456e-06	0.00215697605275192	3.48453780397844
ENSG00000143643	0.922677120922231	1.89562963570676	4.82023679758808	5.23801610740649	1.00300217183204e-05	0.00219750346202683	3.44982549808784
ENSG00000158714	3.11041624579162	8.6363172793911	6.89730807657144	5.2262561711623	1.03788535397944e-05	0.0022037545765574	3.41801512140525
ENSG00000165125	-0.60569821696286	-1.52171503510035	4.53726223102455	-5.22031114386088	1.05597845931465e-05	0.0022037545765574	3.40193432662377
ENSG00000105221	-0.61106490650764	-1.52738621315834	2.76511378844949	-5.21844058776503	1.06173620880544e-05	0.0022037545765574	3.39687468872463
ENSG00000164941	0.82171869082593	1.76751038404141	8.15311115356363	5.20187349985658	1.11411950213586e-05	0.00223926253203825	3.35206397801648
ENSG00000084093	-0.428257899056344	-1.34560773055729	3.82941038885773	-5.19964671412687	1.12135436884343e-05	0.00223926253203825	3.34604116175348
AFFX-r2-Hs18SrRNA-3_s_at	-0.445016750262351	-1.36132992198873	3.11996111434994	-5.19529627810523	1.13562464645673e-05	0.00223926253203825	3.33427463068772
ENSG00000054179	-0.339036739405648	-1.26491175395306	2.71172882473498	-5.18429500764577	1.17252519245214e-05	0.00227170286854105	3.30452067011255
ENSG00000065882	0.845159807579178	1.79646372934492	7.68677793091212	5.16815576326738	1.22883649698264e-05	0.00227170286854105	3.26087328057225
ENSG00000167657	-0.66706394208409	-1.58783823531934	4.40034679781252	-5.16599710365169	1.23657015913008e-05	0.00227170286854105	3.25503561131182
ENSG00000103148	-0.398180351718068	-1.3178446855768	4.58036448210306	-5.1639122120901	1.24408565366882e-05	0.00227170286854105	3.24939749615407
ENSG00000133874	-0.449641076642563	-1.36570044636067	4.18447409363726	-5.16258906532864	1.24887888564801e-05	0.00227170286854105	3.24581937916552
ENSG00000197562	-0.322289841365947	-1.25031346873813	3.18292860281806	-5.15755505447162	1.26728416299306e-05	0.00227170286854105	3.2322064016689
ENSG00000129315	-0.529062621293841	-1.44299131965636	3.3346605691851	-5.13954489531281	1.33537741519527e-05	0.00235803734316049	3.18350657028713
ENSG00000033170	1.07902397253609	2.11260635452668	6.24479319466328	5.12747599576366	1.38303875545924e-05	0.00239351648905308	3.15087512291915
ENSG00000115461	-1.25154126460955	-2.38095650289361	6.70188977173324	-5.11918626672967	1.4167552938936e-05	0.00239351648905308	3.12846322501313
ENSG00000123095	2.20323897723827	4.60512072379974	9.04865950276072	5.11473911792162	1.43517969962088e-05	0.00239351648905308	3.11644058152229
ENSG00000139197	-0.628273740349164	-1.54571435895	5.07233089737736	-5.11181247391787	1.44743490630551e-05	0.00239351648905308	3.10852876394373
ENSG00000142623	-0.269062105890411	-1.20502418838953	4.02758988589867	-5.10963420896828	1.4566240149761e-05	0.00239351648905308	3.10264021011431
ENSG00000167461	1.04314368684584	2.06071313607765	8.54222686244903	5.09135170644706	1.5360792256919e-05	0.00241739008200241	3.05322071392891
ENSG00000151702	0.770968763636678	1.70641524954986	6.2222988725137	5.08920301281507	1.54569677969938e-05	0.00241739008200241	3.0474130634859
ENSG00000172469	0.680316469541136	1.60249123905749	3.49790812370299	5.08905418431513	1.54636515553178e-05	0.00241739008200241	3.04701080260705
ENSG00000133574	1.72489775527118	3.30556699664847	9.4268544618745	5.08760608778024	1.55288349448215e-05	0.00241739008200241	3.04309684412023
ENSG00000166886	-0.484422070599442	-1.39902531758747	4.35926352731501	-5.07970526639009	1.58893313843266e-05	0.00242040136411085	3.02174314409127
ENSG00000092068	-1.07384600469736	-2.10503760274485	6.58535222143723	-5.07823478458901	1.59573414251244e-05	0.00242040136411085	3.0177690113324
ENSG00000225336	-0.312471803933448	-1.24183354141173	3.30641395497834	-5.06571063294555	1.65484745887052e-05	0.00247829117543002	2.98392335807933
ENSG00000149311	1.31415392040163	2.48656461397307	7.25305089235127	5.04803707136031	1.74199786431269e-05	0.00253661454658534	2.93616879801941
ENSG00000156802	0.511557838747917	1.42558873194111	3.18430420245572	5.04558115460078	1.75446493983359e-05	0.00253661454658534	2.92953351071243
ENSG00000215182	-0.288359660294808	-1.22125092954956	3.0151415012109	-5.02615808784185	1.85624732930583e-05	0.00253661454658534	2.87706333865697
ENSG00000057608	0.333887120456481	1.26040477096171	12.0062178081154	5.02226583197613	1.87734083140388e-05	0.00253661454658534	2.86655003271025
ENSG00000113621	1.05897399425902	2.08344930182494	9.92548974272512	5.02084634786836	1.88509280353694e-05	0.00253661454658534	2.86271600640253
ENSG00000187626	0.671986726869889	1.59326553409005	4.63308756542851	5.01976852179617	1.89100023548671e-05	0.00253661454658534	2.85980484086729
ENSG00000054598	-1.14607308045752	-2.21310680940614	6.73082806781215	-5.01972569708177	1.89123533308029e-05	0.00253661454658534	2.85968917376967
ENSG00000064393	-0.627573972573143	-1.54496480426909	4.28018528371469	-5.01745236062628	1.90375730909967e-05	0.00253661454658534	2.85354910612731
ENSG00000136488	-0.311010787075142	-1.24057657350986	1.62558108042793	-5.01618250165239	1.91078785973922e-05	0.00253661454658534	2.85011940854368
ENSG00000138459	0.775905815525022	1.71226478245803	7.95885418719367	5.01336318361294	1.92648956705301e-05	0.00253661454658534	2.84250504143393
ENSG00000182952	0.948947093239507	1.93046325416517	9.513360005336	5.01280086869459	1.92963662575167e-05	0.00253661454658534	2.84098638150562
ENSG00000134028	4.20417403103275	18.4324256307639	5.55544966822138	5.00520980249963	1.97262552978152e-05	0.00254227162479097	2.82048598983553
ENSG00000122592	-0.372513865407191	-1.29460669102432	3.8593087111886	-5.00446116284312	1.97691648618687e-05	0.00254227162479097	2.81846432145199
ENSG00000077232	0.723194973067317	1.65083390395103	7.42801188198511	4.99499709361187	2.03196987499794e-05	0.00256206003058732	2.79290866185763
ENSG00000185024	-0.329583180773761	-1.25665025435719	3.12343394513059	-4.99437947040252	2.03561527237941e-05	0.00256206003058732	2.79124101196628
ENSG00000111667	-0.653420313994932	-1.57289276326375	5.56502493989466	-4.97486620187181	2.15420375975135e-05	0.00263685558483675	2.73856006839598
ENSG00000101745	0.954756305022257	1.93825220346409	6.26599772102865	4.96925819164037	2.18954084796367e-05	0.00263685558483675	2.72342243222414
ENSG00000211653	5.18181800373078	36.2979962296016	6.37843063452862	4.96629187379698	2.2084649325114e-05	0.00263685558483675	2.7154159676776
ENSG00000184828	-0.554850642916606	-1.46901654335091	2.14832209819861	-4.96378000894176	2.22461704062087e-05	0.00263685558483675	2.70863639304679
ENSG00000211899	4.51728435260067	22.9001374515371	7.66273381405111	4.96350260862586	2.22640801098673e-05	0.00263685558483675	2.70788769886955
AFFX-r2-Hs18SrRNA-5_at	-0.406039372876387	-1.32504317856785	2.74566227476251	-4.96313739161709	2.22876813864994e-05	0.00263685558483675	2.70690199492502
ENSG00000105550	-0.385440174411105	-1.30625827307777	3.18659920505226	-4.9450568127067	2.34877698714133e-05	0.00268277255813443	2.65810994130575
ENSG00000114346	1.02226386500834	2.03110365111583	4.18703137377888	4.9442842972935	2.35404539522086e-05	0.00268277255813443	2.65602553374898
ENSG00000072134	-0.6217527279272	-1.53874346317564	4.45312643817036	-4.94324507557562	2.36115124901855e-05	0.00268277255813443	2.65322153583118
ENSG00000102241	-0.381067949296283	-1.3023055252343	5.46618226500472	-4.94050308897003	2.38000269159472e-05	0.00268277255813443	2.64582340184788
ENSG00000196405	1.28385295934535	2.43488385933107	7.58196757488432	4.93851048745808	2.3937959504369e-05	0.00268277255813443	2.64044737491789
ENSG00000143033	0.560947278285211	1.4752375451527	5.37436834223126	4.93709629054765	2.40363359954568e-05	0.00268277255813443	2.63663198117975
ENSG00000196263	-0.241131491380768	-1.18191926555101	2.49417667149595	-4.93340861562674	2.42947603048631e-05	0.00268627391744706	2.62668331729564
ENSG00000166313	-0.555034118923948	-1.46920337869864	4.35596350750316	-4.92566480005517	2.48464647058327e-05	0.00271188615244208	2.60579383175339
ENSG00000145545	0.503357444222913	1.41750855698741	2.98138765143704	4.92374944357672	2.49848356534686e-05	0.00271188615244208	2.60062742459438
ENSG00000100441	0.613955377401752	1.53044943224655	5.63733053840095	4.90519130671872	2.63658751541255e-05	0.00279609203444443	2.55057790914118
ENSG00000109436	0.871492896139251	1.82955513896018	5.32510899767001	4.90491190974613	2.63872370408785e-05	0.00279609203444443	2.54982452202744
ENSG00000042304	-0.265486680303905	-1.20204147911033	3.18524701760102	-4.90383625007437	2.64696397479314e-05	0.00279609203444443	2.54692406577862
ENSG00000110756	0.872156467192348	1.83039684080217	6.43666692866819	4.88898128226747	2.76341553557479e-05	0.00289327161074207	2.5068740440127
ENSG00000112685	0.698725280912867	1.6230700662897	4.46881468386222	4.87353184788367	2.88993470530448e-05	0.00299622483780886	2.4652326398026
ENSG00000152942	0.681109193391552	1.60337200877034	7.3406660558267	4.87085924991033	2.91239841389585e-05	0.00299622483780886	2.45803030071653
ENSG00000213047	1.23331911303185	2.35107263848985	6.47731654345202	4.86484705386102	2.96356872210219e-05	0.0029980610861604	2.44182946572065
ENSG00000116212	0.745116892740029	1.67611006876397	5.86553945093403	4.86469612382135	2.96486473739132e-05	0.0029980610861604	2.44142278419346
ENSG00000189337	-0.421990303040242	-1.33977459720938	4.01410371810895	-4.85122956752063	3.08279739272951e-05	0.00309017055932405	2.40514188902019
ENSG00000211947	4.5754135645991	23.841672911504	6.5466732590159	4.84839678456355	3.10819285402385e-05	0.00309017055932405	2.39751117519373
ENSG00000112763	0.687269195564719	1.61023270398948	6.84538353720818	4.83706993417578	3.21183129745069e-05	0.00316659800667826	2.36700419864406
ENSG00000197901	-0.336848482373612	-1.26299461011456	2.53367359873526	-4.82015601905241	3.37301695047693e-05	0.00328969563922672	2.3214626739444
ENSG00000015133	0.644593865022011	1.5632991379108	3.11695786797238	4.81818671699924	3.39229877428501e-05	0.00328969563922672	2.31616129294194
ENSG00000125337	-0.195445931478266	-1.14507804511532	2.5771405809636	-4.81494516532825	3.4242762376244e-05	0.00329370830628734	2.30743549255505
ENSG00000261093	-0.305112069565236	-1.23551460904291	3.75114635644366	-4.80369902603325	3.53755750918e-05	0.00333946158158504	2.27716725191183
ENSG00000145703	0.939593243019807	1.91798740033709	7.67300316131926	4.80127977775284	3.56240876013454e-05	0.00333946158158504	2.27065698805167
ENSG00000171241	0.761353062396923	1.69507964615607	3.39915983921534	4.80105123834433	3.56476533252435e-05	0.00333946158158504	2.27004200038318
ENSG00000097033	0.466264525569631	1.38152773515135	10.176440781804	4.79911926858991	3.58474871829347e-05	0.00333946158158504	2.26484329606946
ENSG00000131370	-0.580633507652399	-1.49550580207273	9.60185477617265	-4.79402735268853	3.63795182482434e-05	0.00336254750308569	2.25114263123823
ENSG00000235485	-0.341023437944927	-1.26665483156135	3.43549584796696	-4.77484758825911	3.84548803989791e-05	0.00352681930232807	2.19955061148977
ENSG00000103671	0.902624832235323	1.86946418470936	7.47234466818776	4.76955661478417	3.90478033601766e-05	0.00355365047349423	2.18532241120569
ENSG00000241258	-0.380197512985646	-1.30152002858545	4.63330811565482	-4.75509271224813	4.07154002013603e-05	0.0036771290059717	2.14643615249313
ENSG00000055070	-0.554774516199636	-1.46893902977181	5.46321441407345	-4.73852715041757	4.27123076279036e-05	0.0038282523601949	2.10191671656845
ENSG00000120738	-2.51176995411987	-5.70319339052022	9.84732953460864	-4.73242321601663	4.34723657980544e-05	0.0038598424835037	2.08551731612458
ENSG00000211663	4.0763519512965	16.8695776724839	6.78890633672157	4.73047904967833	4.37172591318988e-05	0.0038598424835037	2.08029448164375
ENSG00000115226	-1.54446772640309	-2.91696429361984	5.1388024731065	-4.72307350295017	4.4662688786766e-05	0.00391410571137947	2.0604025562432
ENSG00000179604	-0.675394894144286	-1.59703385261908	4.89848398562557	-4.71557988959337	4.56400105234683e-05	0.00396261163841499	2.04027804645472
ENSG00000070882	1.42165352645197	2.67892376486427	5.65560682860401	4.71371850918874	4.58860446676405e-05	0.00396261163841499	2.0352798333549
ENSG00000186376	0.507856582876414	1.42193605007169	3.70155036394641	4.7037219709934	4.72300525512519e-05	0.00402296991295922	2.00844126061872
ENSG00000137834	-0.449100731755816	-1.36518903469421	4.94142737743425	-4.69600329402001	4.8294460567284e-05	0.00402296991295922	1.98772330249099
ENSG00000183255	0.482075608957887	1.39675173170395	11.4836300466826	4.69550845327363	4.83635051536362e-05	0.00402296991295922	1.98639523561885
ENSG00000143499	1.05119905967364	2.07225143178132	7.88936495871142	4.6950127735419	4.84327649551366e-05	0.00402296991295922	1.9850649354793
ENSG00000105426	-0.540453803328012	-1.45442993994464	3.04287166827992	-4.69285595429754	4.87352777398071e-05	0.00402296991295922	1.97927670139873
ENSG00000006704	-1.25616029309229	-2.38859174796517	5.95129549956671	-4.69092604722043	4.90075523238107e-05	0.00402296991295922	1.97409772663555
ENSG00000108094	0.464908433842809	1.38022974905799	4.76381183734936	4.68948997457697	4.92111343639365e-05	0.00402296991295922	1.97024415718556
ENSG00000129993	0.726029628139235	1.65408070583274	3.74371368147571	4.68859366610866	4.933862265593e-05	0.00402296991295922	1.96783907480319
ENSG00000163029	0.97124160921338	1.96052713413221	5.65499039659192	4.68453373138199	4.9920210065005e-05	0.00402296991295922	1.95694573762934
ENSG00000152804	1.015054664909	2.02097946810728	6.21285136880943	4.68181102025936	5.03140428388454e-05	0.00402296991295922	1.94964105369345
ENSG00000240065	2.11001469029157	4.31695690335514	8.19129957470193	4.68173296936604	5.0325377999997e-05	0.00402296991295922	1.94943166158506
ENSG00000112297	1.56673463113608	2.96233465503603	8.40201487525508	4.67877520455059	5.07567990420857e-05	0.00403022610380481	1.94149702379696
ENSG00000104205	0.975182019558757	1.96588921049902	6.24012834952263	4.66260345382105	5.31812695759929e-05	0.00419458400235715	1.89812601213112
ENSG00000184371	-0.64074075051809	-1.55912948752329	4.20443423959201	-4.6558124454617	5.42332884733426e-05	0.00424923202601402	1.87991939716863
ENSG00000095585	2.16963131610374	4.49908404099293	7.16529030121733	4.64165309885681	5.64935579405516e-05	0.00438925821609633	1.8419703910046
ENSG00000130669	-0.271820219928077	-1.20733013181461	4.52600419307102	-4.64000616479315	5.67624467131045e-05	0.00438925821609633	1.83755745087001
ENSG00000065491	-0.23825905823067	-1.17956838301096	2.27294496313432	-4.63485360587666	5.76119032888926e-05	0.00442601576500577	1.82375268999414
ENSG00000213653	-0.39044163328177	-1.31079459878102	5.24104952194301	-4.6311017360966	5.82383547187613e-05	0.00444184334193929	1.81370206231938
ENSG00000211949	3.84491626527	14.3692839416297	5.01791523467468	4.62913870611977	5.8568807483943e-05	0.00444184334193929	1.80844390854606
ENSG00000152253	0.410694661579426	1.32932573397289	3.03012576059755	4.62327889308912	5.95663273772003e-05	0.00446283225041129	1.79274981446457
ENSG00000163947	1.14332796340096	2.20889977960938	9.16980217140063	4.62234129325953	5.97274901976291e-05	0.00446283225041129	1.79023895173777
ENSG00000171223	-1.6722081759405	-3.18702022804003	9.88198754127991	-4.6169430608203	6.06638239730198e-05	0.00446283225041129	1.77578412574364
ENSG00000070778	-0.313756149543607	-1.24293956421254	3.08259109017581	-4.61578987197925	6.08657239411184e-05	0.00446283225041129	1.77269656257568
ENSG00000221955	0.735188522668258	1.66461497703567	3.88505518129568	4.61471287904113	6.10548846125174e-05	0.00446283225041129	1.76981311146234
ENSG00000111554	0.510131484261054	1.42417998651959	3.69392170959418	4.61440622146054	6.11088517087845e-05	0.00446283225041129	1.76899211044096
ENSG00000144843	-0.292200431544055	-1.22450649950783	2.7769381401239	-4.61114651340265	6.16854398396219e-05	0.00446392752386572	1.76026554169992
ENSG00000129245	-0.415539025640399	-1.3337969226858	4.81470958110124	-4.60954663329843	6.19704002491304e-05	0.00446392752386572	1.75598284000421
ENSG00000100346	-0.231877669313595	-1.17436238908163	3.46005851820076	-4.6054274268088	6.27101012289935e-05	0.00446392752386572	1.74495721462876
ENSG00000105552	-0.280453350815496	-1.21457649154128	3.37813431606175	-4.60216275669089	6.33025561280334e-05	0.00446392752386572	1.73621993715871
ENSG00000198833	1.04960437020469	2.06996212479786	7.23658872120435	4.60197562383291	6.33366834824648e-05	0.00446392752386572	1.73571913976249
ENSG00000112559	-0.475751505711369	-1.39064242249676	4.49711517340467	-4.60081407012092	6.35489235728044e-05	0.00446392752386572	1.73261070620517
ENSG00000153187	-0.435814575830547	-1.35267436572686	5.52430472913732	-4.59963544405135	6.37650030879306e-05	0.00446392752386572	1.72945670798237
ENSG00000084764	-0.38683156002064	-1.307518681985	3.83461026754556	-4.59458054493709	6.47000082404534e-05	0.00450273998525179	1.71593122715814
ENSG00000233548	-0.31804060956319	-1.24663628460329	3.37590545757176	-4.5902569912039	6.551049981469e-05	0.00450732965290375	1.70436444130263
AFFX-r2-P1-cre-3_at	-0.626074917194664	-1.54336031758388	12.5241056139671	-4.59016470039515	6.55279097539892e-05	0.00450732965290375	1.70411755447863
ENSG00000149657	-0.662514494928107	-1.58283897488864	4.39075872071649	-4.58552330637539	6.64094064838295e-05	0.00453730281662527	1.69170237453123
ENSG00000096654	0.425841942130971	1.343356243087	5.24323506417051	4.583846833427	6.67306812689373e-05	0.00453730281662527	1.68721849013736
ENSG00000110777	4.66421843192546	25.3553525981557	5.66558907406036	4.58068325649682	6.73411381277839e-05	0.00455264574394178	1.67875790750299
ENSG00000090447	-0.365600719728374	-1.28841799857833	4.79000913420955	-4.57069106574195	6.93058124315183e-05	0.0046129452263826	1.65204113678531
ENSG00000163349	-0.631132386377933	-1.5487801702795	4.82890880367927	-4.56622099631538	7.02029901167594e-05	0.0046129452263826	1.64009223406622
ENSG00000172955	-0.217307405937208	-1.16256179695814	3.26242487775675	-4.56193415372376	7.10741879938022e-05	0.0046129452263826	1.62863488066082
ENSG00000164136	1.21489629951782	2.32124097267331	5.64949933351416	4.56187617527562	7.1086043760823e-05	0.0046129452263826	1.62847993480597
ENSG00000186020	0.583572943253584	1.49855594378458	3.40002369710915	4.56125016358763	7.12141789639139e-05	0.0046129452263826	1.62680695558984
ENSG00000073670	-0.266717036136699	-1.20306703857717	2.84783828962805	-4.56052786485993	7.13623067376337e-05	0.0046129452263826	1.62487670117807
ENSG00000197444	-0.224264530849335	-1.1681815713625	2.65879322738333	-4.55833698911905	7.18134754994649e-05	0.0046129452263826	1.61902215903269
ENSG00000211644	4.26384556772276	19.2107983232841	6.40315625134232	4.55742705306503	7.20016879971862e-05	0.0046129452263826	1.61659072747346
ENSG00000074317	-0.265691873076606	-1.20221245617632	3.10751353047421	-4.55680403904194	7.21308345870057e-05	0.0046129452263826	1.61492602316965
ENSG00000169194	-0.381040828362469	-1.30228104368485	3.47403589516047	-4.55679794339433	7.21320993052811e-05	0.0046129452263826	1.61490973567648
ENSG00000149554	0.420384515279312	1.33828419436446	3.86703139196206	4.54872918365039	7.38255828755957e-05	0.00469586274731813	1.59335323966441
ENSG00000156931	0.605900276651126	1.52192817702578	4.93722990510531	4.53902511781384	7.59144641553857e-05	0.00480290922685759	1.56743621813578
ENSG00000143799	0.691041211080591	1.61444826562145	10.0590449861713	4.52467097031614	7.91119710177762e-05	0.00497642865252763	1.52911706354935
ENSG00000123453	-0.243804045018003	-1.18411076832371	2.92534649008512	-4.52262175971893	7.95791864902483e-05	0.00497642865252763	1.52364826676856
ENSG00000135932	0.452084585421966	1.36801550850129	10.5219319327397	4.52113888640044	7.99189792900219e-05	0.00497642865252763	1.51969113725
ENSG00000171735	0.516692593941984	1.43067164340204	3.06149358805586	4.51604826749992	8.10964235888613e-05	0.00501554360265599	1.50610823341809
ENSG00000162227	-0.224870142382487	-1.16867205113965	3.44559364797814	-4.51476896059409	8.13950107099949e-05	0.00501554360265599	1.50269517225373
ENSG00000116539	-0.346999779220064	-1.27191281209894	3.81416751874161	-4.50525107489543	8.36508579131308e-05	0.00512784093248835	1.47730768470293
AFFX-HUMRGE/M10098_3_at	-0.425346608971115	-1.34289509595848	3.2050105531664	-4.49889131990553	8.51925338319788e-05	0.00519542715343372	1.46034924236203
ENSG00000157077	-0.230688890555235	-1.17339511463582	3.1008282393737	-4.49058356707338	8.72488099740402e-05	0.00528286653544405	1.43820279217709
ENSG00000111728	1.05133410978511	2.07244542349685	4.44995358745947	4.48950483141001	8.75193847474461e-05	0.00528286653544405	1.43532767902804
ENSG00000257218	-0.821048400327794	-1.76668937183678	5.21799210504754	-4.48330136445109	8.9091551314695e-05	0.00535046773403125	1.41879621519742
